trial,animal_id,date,sess_id,result,hits,violations,temperror,hit_rate,error_rate,violation_rate,temp_error_rate,n_lpokes,n_cpokes,n_rpokes,trial_dur,valid_early_spoke,first_spoke,first_lpoke,first_rpoke,stage,sides,SMA_set,is_match,sa,sb,stimuli_on,settling_in_dur,legal_cbreak_dur,pre_dur,adj_pre_dur,stimulus_dur,delay_dur,post_dur,sb_extra_dur,viol_off_dur,pre_go_dur,inter_trial_dur,go_type,go_dur,give_type_set,give_type_imp,give_frac,give_delay_dur,give_light_dur,give_use,replay_on,timeouts,water_delivered,give_water_not_drunk,crash_hist,l_water_vol,r_water_vol,ab_l_prob,ab_r_prob,ab_beta,ab_tau,exp_del_tau,exp_del_min,exp_del_max,sound_pair
1,R610,2023-05-15,915035,3,,1,,0.0,0.0,0.0,0.0,2.0,1.0,2.0,7.015600000000177,False,l,0.23529999999982465,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4836038518539374,0.001,0.0,0.45,0.4876038518539374,5.87405085478357,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
2,R610,2023-05-15,915035,3,,1,,,,1.0,,2.0,1.0,1.0,7.776699999999892,False,l,0.49909999999999854,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.6626974508040764,0.001,0.0,0.6666974508040764,0.6666974508040764,5.674696377570127,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
3,R610,2023-05-15,915035,2,0,0,0,,,1.0,,1.0,4.0,4.0,10.34940000000006,False,r,,0.4252999999998792,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.42035362494548806,0.001,0.0,0.42435362494548806,0.42435362494548806,5.544248909275882,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
4,R610,2023-05-15,915035,3,,1,,0.0,1.0,0.67,0.0,1.0,1.0,0.0,14.107100000000173,False,l,0.6975999999999658,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.7000555673942275,0.001,0.0,0.7040555673942275,0.7040555673942275,5.949302687243398,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
5,R610,2023-05-15,915035,3,,1,,0.0,1.0,0.75,0.0,0.0,1.0,2.0,6.443000000000211,False,r,,0.2798999999999978,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.728664191625938,0.001,0.0,0.732664191625938,0.732664191625938,5.249093834111785,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
6,R610,2023-05-15,915035,2,0,0,0,0.0,1.0,0.8,0.0,2.0,3.0,1.0,11.177999999999884,False,l,0.5491000000001804,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4391285312068009,0.001,0.0,0.4431285312068009,0.4431285312068009,5.7106056667119045,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
7,R610,2023-05-15,915035,3,,1,,0.0,1.0,0.67,0.0,0.0,2.0,3.0,12.435599999999795,False,r,,0.3552999999997155,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.42032272869790216,0.001,0.0,0.42432272869790216,0.42432272869790216,6.612404084227654,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
8,R610,2023-05-15,915035,3,,1,,0.0,1.0,0.71,0.0,0.0,3.0,2.0,6.991899999999987,False,r,,0.3249000000000706,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.7221978445814603,0.001,0.0,0.7261978445814603,0.7261978445814603,5.3532723363051655,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
9,R610,2023-05-15,915035,3,,1,,0.0,1.0,0.75,0.0,0.0,1.0,4.0,6.277399999999943,False,r,,0.48070000000006985,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.891178871313784,0.001,0.0,0.895178871313784,0.895178871313784,5.082278771697371,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
10,R610,2023-05-15,915035,2,0,0,0,0.0,1.0,0.78,0.0,1.0,1.0,2.0,8.128799999999956,False,r,,0.5115000000000691,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.44038638741476555,0.001,0.0,0.44438638741476555,0.44438638741476555,6.367525870211455,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
11,R610,2023-05-15,915035,2,0,0,0,0.0,1.0,0.7,0.0,1.0,3.0,1.0,11.652300000000196,False,l,0.824699999999666,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.47926741872233614,0.001,0.0,0.48326741872233614,0.48326741872233614,5.5298819097936835,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
12,R610,2023-05-15,915035,1,1,0,0,0.0,1.0,0.64,0.0,1.0,2.0,0.0,8.072099999999864,False,l,0.9304999999999382,,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.7171562410328729,0.001,0.0,0.7211562410328729,0.7211562410328729,4.678682859295627,none,0.2,light,light,1.0,0.001,0.0,True,True,,6.0,True,False,6.0,6.0,0.5,0.5,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
13,R610,2023-05-15,915035,3,,1,,0.2,0.8,0.58,0.0,2.0,2.0,0.0,8.420500000000175,False,l,0.4774999999999636,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.5315057658802232,0.001,0.0,0.5355057658802233,0.5355057658802233,6.019386261342532,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
14,R610,2023-05-15,915035,3,,1,,0.2,0.8,0.62,0.0,1.0,1.0,2.0,7.739999999999782,False,l,0.4131999999999607,,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.6746425537708063,0.001,0.0,0.6786425537708063,0.6786425537708063,5.0327151273911905,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
15,R610,2023-05-15,915035,3,,1,,0.2,0.8,0.64,0.0,1.0,2.0,0.0,8.030900000000202,False,l,0.40970000000015716,,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.8776489944026509,0.001,0.0,0.8816489944026509,0.8816489944026509,5.947146509756684,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
16,R610,2023-05-15,915035,3,,1,,0.2,0.8,0.67,0.0,1.0,1.0,0.0,9.634100000000217,False,l,0.4788999999996122,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.48310824817119435,0.001,0.0,0.48710824817119436,0.48710824817119436,6.0133418298917425,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
17,R610,2023-05-15,915035,3,,1,,0.2,0.8,0.69,0.0,2.0,2.0,1.0,9.879899999999907,False,l,0.6140999999997803,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.8186170366723065,0.001,0.0,0.8226170366723065,0.8226170366723065,5.961158789719466,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
18,R610,2023-05-15,915035,3,,1,,0.2,0.8,0.71,0.0,0.0,4.0,4.0,7.84940000000006,False,r,,0.36619999999993524,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.6614025216268136,0.001,0.0,0.6654025216268136,0.6654025216268136,4.916615373402798,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
19,R610,2023-05-15,915035,3,,1,,0.2,0.8,0.72,0.0,0.0,3.0,3.0,9.141300000000228,False,r,,0.4719999999997526,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.8469703625737768,0.001,0.0,0.8509703625737768,0.8509703625737768,4.859298038652783,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
20,R610,2023-05-15,915035,3,,1,,0.2,0.8,0.74,0.0,1.0,2.0,0.0,11.458399999999983,False,l,0.6273999999998523,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.7447207332196849,0.001,0.0,0.7487207332196849,0.7487207332196849,4.920286366013644,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
21,R610,2023-05-15,915035,2,0,0,0,0.2,0.8,0.75,0.0,1.0,3.0,0.0,8.930499999999938,False,l,0.7781999999997424,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.7361749414576271,0.001,0.0,0.7401749414576271,0.7401749414576271,5.465974911842425,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
22,R610,2023-05-15,915035,3,,1,,0.17,0.83,0.71,0.0,1.0,1.0,0.0,27.687399999999798,False,l,0.723700000000008,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.8109657670912289,0.001,0.0,0.8149657670912289,0.8149657670912289,6.54397020683814,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
23,R610,2023-05-15,915035,3,,1,,0.17,0.83,0.73,0.0,1.0,2.0,0.0,11.110700000000179,False,l,0.7101999999999862,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.814132782262737,0.001,0.0,0.818132782262737,0.818132782262737,6.787683512108922,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
24,R610,2023-05-15,915035,3,,1,,0.17,0.83,0.74,0.0,0.0,4.0,2.0,8.257900000000063,False,r,,0.411200000000008,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.42653936103311746,0.001,0.0,0.43053936103311746,0.43053936103311746,6.268642141053709,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
25,R610,2023-05-15,915035,3,,1,,0.17,0.83,0.75,0.0,4.0,1.0,1.0,10.806900000000041,False,l,0.5657000000001062,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.5765406775900561,0.001,0.0,0.5805406775900561,0.5805406775900561,5.186896064012027,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
26,R610,2023-05-15,915035,2,0,0,0,0.17,0.83,0.76,0.0,1.0,1.0,0.0,11.195400000000063,False,l,0.819999999999709,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.5801590660277034,0.001,0.0,0.5841590660277034,0.5841590660277034,5.477027815946252,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.19416933315505022,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
27,R610,2023-05-15,915035,2,0,0,0,0.14,0.86,0.73,0.0,2.0,1.0,1.0,9.711499999999887,False,l,0.7471000000000458,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.5293755468683019,0.001,0.0,0.5333755468683019,0.5333755468683019,5.596135901157174,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.19416933315505017,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
28,R610,2023-05-15,915035,3,,1,,0.13,0.88,0.7,0.0,0.0,5.0,2.0,6.505700000000161,False,r,,0.5265999999996893,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.8099845465498818,0.001,0.0,0.8139845465498818,0.8139845465498818,4.664766719062797,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505025,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
29,R610,2023-05-15,915035,3,,1,,0.13,0.88,0.71,0.0,0.0,1.0,3.0,10.312399999999798,False,r,,0.4277999999999338,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.47157619158141206,0.001,0.0,0.47557619158141207,0.47557619158141207,7.558192726553365,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.19416933315505025,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
30,R610,2023-05-15,915035,2,0,0,0,0.13,0.88,0.72,0.0,0.0,2.0,3.0,10.659400000000005,False,r,,0.6298000000001593,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.5904236640061036,0.001,0.0,0.5944236640061036,0.5944236640061036,6.309509569478143,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.19416933315505025,0.8058306668449498,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
31,R610,2023-05-15,915035,2,0,0,0,0.11,0.89,0.7,0.0,1.0,2.0,0.0,12.471000000000004,False,l,0.6179000000001906,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.5024400986193617,0.001,0.0,0.5064400986193617,0.5064400986193617,4.6820942157726755,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.26662576643682784,0.7333742335631722,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
32,R610,2023-05-15,915035,1,1,0,0,0.1,0.9,0.68,0.0,1.0,1.0,0.0,18.842200000000048,False,l,0.7901000000001659,,5.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4036952013184296,0.001,0.0,0.4076952013184296,0.4076952013184296,5.68626561685044,none,0.2,light,light,1.0,0.001,0.0,True,True,,6.0,True,False,6.0,6.0,0.26662576643682784,0.7333742335631722,4.0,30.0,0.5,0.4,0.9,"3.0, 3.0"
33,R610,2023-05-15,915035,3,,1,,0.18,0.82,0.66,0.0,0.0,2.0,2.0,19.51760000000013,False,r,,0.3451000000000022,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4259726008989736,0.001,0.0,0.4299726008989736,0.4299726008989736,5.816742362753495,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.15224233962624256,0.8477576603737575,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
34,R610,2023-05-15,915035,2,0,0,0,0.18,0.82,0.67,0.0,0.0,2.0,1.0,7.71329999999989,False,r,,0.6066000000000713,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.44410885615587553,0.001,0.0,0.44810885615587553,0.44810885615587553,5.456074812568642,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.15224233962624256,0.8477576603737575,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
35,R610,2023-05-15,915035,3,,1,,0.17,0.83,0.65,0.0,2.0,1.0,0.0,15.238800000000083,False,l,0.6757999999999811,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.8985862859518539,0.001,0.0,0.9025862859518539,0.9025862859518539,6.222731139111527,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.2009631326088401,0.7990368673911599,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
36,R610,2023-05-15,915035,3,,1,,0.17,0.83,0.66,0.0,3.0,1.0,0.0,14.28650000000016,False,l,0.4641999999998916,,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.8479452607928502,0.001,0.0,0.8519452607928502,0.8519452607928502,7.128785629337014,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.2009631326088401,0.7990368673911599,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
37,R610,2023-05-15,915035,1,1,0,0,0.17,0.83,0.67,0.0,0.0,1.0,2.0,16.173299999999927,False,r,,1.3311000000003332,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4291996414077073,0.001,0.0,0.4331996414077073,0.4331996414077073,5.486041656704037,none,0.2,light,light,1.0,0.001,0.0,True,True,,6.0,True,False,6.0,6.0,0.2009631326088401,0.7990368673911599,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
38,R610,2023-05-15,915035,3,,1,,0.23,0.77,0.65,0.0,0.0,2.0,3.0,23.19329999999991,False,r,,0.3330000000000837,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.6065203728163349,0.001,0.0,0.6105203728163349,0.6105203728163349,5.217073580319404,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.33400404942102935,0.6659959505789707,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
39,R610,2023-05-15,915035,2,0,0,0,0.23,0.77,0.66,0.0,2.0,1.0,6.0,18.95629999999983,False,l,0.576799999999821,,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4334859691823656,0.001,0.0,0.4374859691823656,0.4374859691823656,6.794728153478047,none,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,6.0,6.0,0.33400404942102935,0.6659959505789707,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
40,R610,2023-05-15,915035,1,1,0,0,0.21,0.79,0.64,0.0,0.0,2.0,2.0,14.611100000000079,False,r,,0.6082000000001244,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.447770803185439,0.001,0.0,0.451770803185439,0.451770803185439,7.669682499567884,none,0.2,light,light,1.0,0.001,0.0,False,True,,6.0,True,False,6.0,6.0,0.3111801452565032,0.6888198547434967,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
41,R610,2023-05-15,915035,3,,1,,0.27,0.73,0.63,0.0,0.0,1.0,3.0,21.27669999999989,False,r,,0.3462000000004082,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.6748488784203164,0.001,0.0,0.6788488784203164,0.6788488784203164,6.133238395481076,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.41762269469366425,0.5823773053063357,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
42,R610,2023-05-15,915035,3,,1,,0.27,0.73,0.63,0.0,0.0,1.0,2.0,6.645300000000134,False,r,,0.3482000000003609,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.46756448416812674,0.001,0.0,0.47156448416812674,0.47156448416812674,4.973678140969396,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.41762269469366425,0.5823773053063357,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
43,R610,2023-05-15,915035,1,1,0,0,0.27,0.73,0.64,0.0,1.0,2.0,4.0,16.171299999999974,False,l,0.6957999999999629,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.6407001054345568,0.001,0.0,0.6447001054345568,0.6447001054345568,6.736525594331935,none,0.2,light,light,1.0,0.001,0.0,False,True,,6.0,True,False,6.0,6.0,0.41762269469366425,0.5823773053063357,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
44,R610,2023-05-15,915035,3,,1,,0.31,0.69,0.63,0.0,0.0,1.0,7.0,30.12429999999995,False,r,,0.29320000000006985,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.8908293657118378,0.001,0.0,0.8948293657118378,0.8948293657118378,4.430906416909686,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.307419112409785,0.6925808875902151,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
45,R610,2023-05-15,915035,3,,1,,0.31,0.69,0.64,0.0,0.0,2.0,6.0,18.541999999999916,False,r,,0.5351999999998043,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.5882235919698496,0.001,0.0,0.5922235919698496,0.5922235919698496,7.326950769624626,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.307419112409785,0.6925808875902151,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
46,R610,2023-05-15,915035,3,,1,,0.31,0.69,0.64,0.0,0.0,2.0,4.0,6.921200000000226,False,r,,0.3287000000000262,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4810949829136644,0.001,0.0,0.48509498291366443,0.48509498291366443,4.5679601085670765,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.307419112409785,0.6925808875902151,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
47,R610,2023-05-15,915035,3,,1,,0.31,0.69,0.65,0.0,0.0,1.0,3.0,8.725600000000213,False,r,,0.48400000000037835,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.684723762689592,0.001,0.0,0.688723762689592,0.688723762689592,5.69610011456636,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.307419112409785,0.6925808875902151,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
48,R610,2023-05-15,915035,3,,1,,0.31,0.69,0.66,0.0,0.0,1.0,5.0,12.221900000000005,False,r,,0.27549999999973807,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4128921448990691,0.001,0.0,0.4168921448990691,0.4168921448990691,5.788263988641402,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.307419112409785,0.6925808875902151,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
49,R610,2023-05-15,915035,3,,1,,0.31,0.69,0.67,0.0,0.0,1.0,15.0,19.48219999999992,False,r,,0.4321999999997388,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.6029169343938627,0.001,0.0,0.6069169343938627,0.6069169343938627,5.230119388757873,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.307419112409785,0.6925808875902151,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
50,R610,2023-05-15,915035,1,1,0,0,0.31,0.69,0.67,0.0,3.0,1.0,0.0,10.509500000000116,False,l,0.6777999999999338,,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4891675590097528,0.001,0.0,0.4931675590097528,0.4931675590097528,5.247569431138495,none,0.2,light,light,1.0,0.001,0.0,False,True,,6.0,True,False,6.0,6.0,0.307419112409785,0.6925808875902151,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
51,R610,2023-05-15,915035,3,,1,,0.35,0.65,0.66,0.0,0.0,1.0,3.0,25.533800000000156,False,r,,0.3441000000002532,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4036067906310997,0.001,0.0,0.4076067906310997,0.4076067906310997,8.027868115796423,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.23996833386421298,0.760031666135787,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
52,R610,2023-05-15,915035,3,,1,,0.35,0.65,0.67,0.0,0.0,2.0,1.0,6.70069999999987,False,r,,0.5111000000001695,5.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.5341360801873067,0.001,0.0,0.5381360801873067,0.5381360801873067,4.500911044849276,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.23996833386421298,0.760031666135787,4.0,30.0,0.5,0.4,0.9,"12.0, 3.0"
53,R610,2023-05-15,915035,1,1,0,0,0.35,0.65,0.67,0.0,0.0,2.0,1.0,9.398200000000088,False,r,,0.7064000000000306,5.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.46025366758350283,0.001,0.0,0.46425366758350284,0.46425366758350284,5.420236804576349,none,0.2,light,light,1.0,0.001,0.0,True,True,,6.0,True,False,6.0,6.0,0.23996833386421298,0.760031666135787,4.0,30.0,0.5,0.4,0.9,"3.0, 12.0"
54,R610,2023-05-15,915035,3,,1,,0.39,0.61,0.66,0.0,0.0,2.0,5.0,28.144600000000082,False,r,,0.5904000000000451,5.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.8948399204163656,0.001,0.0,0.8988399204163656,0.8988399204163656,6.255949918773145,none,0.2,light,light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,6.0,6.0,0.3167501157016425,0.6832498842983574,4.0,30.0,0.5,0.4,0.9,"12.0, 12.0"
