trial,animal_id,date,sess_id,result,hits,violations,temperror,hit_rate,error_rate,violation_rate,temp_error_rate,n_lpokes,n_cpokes,n_rpokes,trial_dur,valid_early_spoke,first_spoke,first_lpoke,first_rpoke,stage,sides,SMA_set,is_match,sa,sb,stimuli_on,settling_in_dur,legal_cbreak_dur,pre_dur,adj_pre_dur,stimulus_dur,delay_dur,post_dur,sb_extra_dur,viol_off_dur,pre_go_dur,inter_trial_dur,go_type,go_dur,give_type_set,give_type_imp,give_frac,give_delay_dur,give_light_dur,give_use,replay_on,timeouts,water_delivered,give_water_not_drunk,crash_hist,l_water_vol,r_water_vol,ab_l_prob,ab_r_prob,ab_beta,ab_tau,exp_del_tau,exp_del_min,exp_del_max,sound_pair
11,R613,2023-05-18,915334,2,0,0,0,0.57,0.43,0.3,0.0,2.0,1.0,1.0,6.956699999999955,False,l,0.227800000000002,,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.07133696628976939,0.001,0.0,0.0753369662897694,0.0753369662897694,4.154750159972124,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.18367528367774758,0.8163247163222526,3.0,30.0,0.1,0.05,0.3,"12.0, 3.0"
12,R613,2023-05-18,915334,1,1,0,0,0.5,0.5,0.27,0.0,1.0,1.0,0.0,10.15160000000003,False,l,0.2037000000000262,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.100341221902881,0.001,0.0,0.104341221902881,0.104341221902881,5.165116787767639,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,8.0,True,False,8.0,8.0,0.15068274523279715,0.8493172547672029,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
13,R613,2023-05-18,915334,3,,1,,0.56,0.44,0.25,0.0,2.0,1.0,0.0,4.850500000000011,False,l,0.1532999999999447,,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.20700155184497976,0.001,0.0,0.21100155184497976,0.21100155184497976,3.9784977566045034,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,0.3,0.0,True,False,8.0,8.0,0.15068274523279715,0.8493172547672029,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
14,R613,2023-05-18,915334,2,0,0,0,0.56,0.44,0.31,0.0,3.0,1.0,1.0,9.14689999999996,False,l,0.3300000000000409,,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.06276225418237867,0.001,0.0,0.06676225418237867,0.06676225418237867,5.33322628025747,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.15068274523279715,0.8493172547672029,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
15,R613,2023-05-18,915334,2,0,0,0,0.5,0.5,0.29,0.0,1.0,1.0,1.0,7.369100000000003,False,l,0.4659000000000333,,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.1786515748531694,0.001,0.0,0.1826515748531694,0.1826515748531694,3.814990557271911,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.12871159869582494,0.8712884013041751,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
16,R613,2023-05-18,915334,2,0,0,0,0.45,0.55,0.27,0.0,5.0,3.0,0.0,9.465900000000033,False,l,0.25250000000005457,,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.07761228031816259,0.001,0.0,0.08161228031816259,0.08161228031816259,6.942359087559279,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.11370496344927121,0.8862950365507288,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
17,R613,2023-05-18,915334,1,1,0,0,0.42,0.58,0.25,0.0,0.0,1.0,3.0,29.126600000000053,False,r,,0.2358000000000402,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.11915540760692536,0.001,0.0,0.12315540760692537,0.12315540760692537,5.390119134149333,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,8.0,True,False,8.0,8.0,0.10290534181333255,0.8970946581866674,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
18,R613,2023-05-18,915334,2,0,0,0,0.46,0.54,0.24,0.0,2.0,3.0,2.0,6.828999999999951,False,l,0.37599999999997635,,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.18074934000912257,0.001,0.0,0.18474934000912258,0.18474934000912258,5.76302222737032,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.1268059407533418,0.8731940592466582,3.0,30.0,0.1,0.05,0.3,"12.0, 3.0"
19,R613,2023-05-18,915334,1,1,0,0,0.43,0.57,0.22,0.0,0.0,1.0,1.0,6.709100000000035,False,r,,0.28540000000009513,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.14223624918924496,0.001,0.0,0.14623624918924497,0.14623624918924497,3.795040635407017,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,8.0,True,False,8.0,8.0,0.11528581768774544,0.8847141823122545,3.0,30.0,0.1,0.05,0.3,"12.0, 3.0"
20,R613,2023-05-18,915334,1,1,0,0,0.47,0.53,0.21,0.0,0.0,1.0,2.0,6.902500000000032,False,r,,0.35159999999996217,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.1370726524077644,0.001,0.0,0.1410726524077644,0.1410726524077644,3.7222676301646977,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.1364845389454216,0.8635154610545784,3.0,30.0,0.1,0.05,0.3,"12.0, 3.0"
21,R613,2023-05-18,915334,1,1,0,0,0.5,0.5,0.2,0.0,0.0,2.0,2.0,7.9681000000000495,False,r,,0.5393000000000256,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.19765821241354464,0.001,0.0,0.20165821241354465,0.20165821241354465,4.439347000693608,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.15706457350547623,0.8429354264945238,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
22,R613,2023-05-18,915334,1,1,0,0,0.53,0.47,0.19,0.0,0.0,1.0,2.0,7.651100000000042,False,r,,0.3369999999999891,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.07853564384308125,0.001,0.0,0.08253564384308125,0.08253564384308125,4.713663874686468,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.17677499959954054,0.8232250004004595,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
23,R613,2023-05-18,915334,1,1,0,0,0.56,0.44,0.18,0.0,0.0,1.0,1.0,7.251600000000053,False,r,,0.5733000000000175,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.05257970021057597,0.001,0.0,0.05657970021057598,0.05657970021057598,4.58747317403576,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.19547308052098372,0.8045269194790163,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
24,R613,2023-05-18,915334,1,1,0,0,0.58,0.42,0.17,0.0,0.0,1.0,2.0,7.217599999999948,False,r,,0.7364999999999782,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.05350238164133902,0.001,0.0,0.05750238164133902,0.05750238164133902,3.663876130282885,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.21309289430357897,0.786907105696421,3.0,30.0,0.1,0.05,0.3,"12.0, 3.0"
25,R613,2023-05-18,915334,1,1,0,0,0.6,0.4,0.17,0.0,0.0,1.0,1.0,8.041799999999967,False,r,,0.7499000000000251,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.266908576225421,0.001,0.0,0.270908576225421,0.270908576225421,5.201125420362855,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.22962084128745902,0.7703791587125409,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
26,R613,2023-05-18,915334,1,1,0,0,0.62,0.38,0.16,0.0,0.0,1.0,1.0,8.011099999999942,False,r,,0.565900000000056,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.15334596544078774,0.001,0.0,0.15734596544078774,0.15734596544078774,5.3543737341284094,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.24507749891698755,0.7549225010830124,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
27,R613,2023-05-18,915334,1,1,0,0,0.64,0.36,0.15,0.0,0.0,2.0,2.0,9.718900000000076,False,r,,0.4987999999998465,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.11051407359007107,0.001,0.0,0.11451407359007107,0.11451407359007107,6.406953195709876,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.25950465286284163,0.7404953471371584,3.0,30.0,0.1,0.05,0.3,"12.0, 3.0"
28,R613,2023-05-18,915334,1,1,0,0,0.65,0.35,0.15,0.0,0.0,1.0,2.0,9.308399999999892,False,r,,0.4457999999999629,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.17611934779834698,0.001,0.0,0.18011934779834698,0.18011934779834698,6.392657539146171,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.27295627966218666,0.7270437203378133,3.0,30.0,0.1,0.05,0.3,"12.0, 3.0"
29,R613,2023-05-18,915334,1,1,0,0,0.67,0.33,0.14,0.0,0.0,2.0,2.0,8.675400000000081,False,r,,0.5451000000000477,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.08012312375938145,0.001,0.0,0.08412312375938145,0.08412312375938145,5.651304743248471,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.28549242661718693,0.7145075733828131,3.0,30.0,0.1,0.05,0.3,"12.0, 3.0"
30,R613,2023-05-18,915334,2,0,0,0,0.68,0.32,0.14,0.0,0.0,3.0,3.0,5.457000000000107,False,r,,0.3226999999999407,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.0666981977415863,0.001,0.0,0.0706981977415863,0.0706981977415863,4.123174916622133,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.2971751594399531,0.7028248405600469,3.0,30.0,0.1,0.05,0.3,"12.0, 12.0"
31,R613,2023-05-18,915334,2,0,0,0,0.65,0.35,0.13,0.0,0.0,5.0,6.0,13.566900000000032,False,r,,0.27089999999998327,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.07884494292303867,0.001,0.0,0.08284494292303868,0.08284494292303868,6.697454750430811,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.6542348584703984,0.3457651415296015,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
32,R613,2023-05-18,915334,1,1,0,0,0.63,0.37,0.13,0.0,2.0,1.0,0.0,8.370799999999917,False,l,0.4068999999999505,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.09750009806477773,0.001,0.0,0.10150009806477774,0.10150009806477774,5.233095036382443,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.7593379702880194,0.24066202971198059,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
33,R613,2023-05-18,915334,2,0,0,0,0.64,0.36,0.13,0.0,3.0,2.0,0.0,6.382800000000088,False,l,0.4148000000000138,,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.12988139822683503,0.001,0.0,0.13388139822683504,0.13388139822683504,4.308644998240916,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.6515076832343436,0.3484923167656564,3.0,30.0,0.1,0.05,0.3,"12.0, 3.0"
34,R613,2023-05-18,915334,1,1,0,0,0.62,0.38,0.12,0.0,3.0,1.0,0.0,11.909900000000107,False,l,0.2739000000001397,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.10475562604535879,0.001,0.0,0.1087556260453588,0.1087556260453588,4.089169770539531,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,8.0,True,False,8.0,8.0,0.6188838727390426,0.38111612726095745,3.0,30.0,0.1,0.05,0.3,"12.0, 12.0"
35,R613,2023-05-18,915334,1,1,0,0,0.63,0.37,0.12,0.0,0.0,1.0,3.0,130.25319999999988,False,r,,0.38580000000001746,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.16092070140579257,0.001,0.0,0.16492070140579257,0.16492070140579257,3.0388251112520726,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5401978434271122,0.4598021565728878,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
36,R613,2023-05-18,915334,1,1,0,0,0.65,0.35,0.11,0.0,0.0,1.0,1.0,8.147500000000036,False,r,,0.9942000000000917,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.21612483263712762,0.001,0.0,0.22012483263712762,0.22012483263712762,4.512978887612983,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5565087261774568,0.4434912738225433,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
37,R613,2023-05-18,915334,1,1,0,0,0.66,0.34,0.11,0.0,1.0,1.0,0.0,10.416699999999992,False,l,0.2899999999999636,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.1392272721662592,0.001,0.0,0.14322727216625922,0.14322727216625922,5.579256059453214,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,8.0,True,False,8.0,8.0,0.571157410526073,0.428842589473927,3.0,30.0,0.1,0.05,0.3,"12.0, 12.0"
38,R613,2023-05-18,915334,2,0,0,0,0.67,0.33,0.11,0.0,2.0,2.0,1.0,5.894800000000032,False,l,0.38769999999999527,,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.12296235454410508,0.001,0.0,0.12696235454410507,0.12696235454410507,3.9099762842752446,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.5152525086515088,0.48474749134849116,3.0,30.0,0.1,0.05,0.3,"12.0, 3.0"
39,R613,2023-05-18,915334,2,0,0,0,0.65,0.35,0.11,0.0,0.0,2.0,4.0,9.398400000000038,False,r,,0.39990000000011605,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.051604287253070674,0.001,0.0,0.05560428725307068,0.05560428725307068,6.983401697403986,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.48143829940707855,0.5185617005929214,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
40,R613,2023-05-18,915334,2,0,0,0,0.63,0.37,0.1,0.0,1.0,3.0,2.0,8.482099999999946,False,r,,0.43630000000007385,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.052452096523973445,0.001,0.0,0.05645209652397345,0.05645209652397345,7.743601115487267,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.5695380983938746,0.43046190160612535,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
41,R613,2023-05-18,915334,2,0,0,0,0.61,0.39,0.1,0.0,0.0,1.0,5.0,89.12709999999993,False,r,,0.40019999999981337,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.09862641827743511,0.001,0.0,0.10262641827743511,0.10262641827743511,5.358395709766044,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.6312497818747287,0.3687502181252713,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
42,R613,2023-05-18,915334,2,0,0,0,0.59,0.41,0.1,0.0,0.0,1.0,1.0,6.981199999999944,False,r,,0.551200000000108,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.05308247551247875,0.001,0.0,0.057082475512478754,0.057082475512478754,5.1965047501982875,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.6755209296119324,0.3244790703880675,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
43,R613,2023-05-18,915334,2,0,0,0,0.58,0.42,0.1,0.0,6.0,2.0,1.0,8.110799999999927,False,l,0.30700000000001637,,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.10507867374069754,0.001,0.0,0.10907867374069755,0.10907867374069755,3.0829246320222117,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.7082441765983938,0.2917558234016063,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
44,R613,2023-05-18,915334,1,1,0,0,0.56,0.44,0.09,0.0,0.0,1.0,1.0,16.174999999999955,False,r,,0.7398000000000593,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.15567420401879253,0.001,0.0,0.15967420401879254,0.15967420401879254,4.7294034203541715,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.6786735055171557,0.3213264944828442,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
45,R613,2023-05-18,915334,2,0,0,0,0.58,0.43,0.09,0.0,0.0,2.0,3.0,8.166099999999915,False,r,,0.3144999999999527,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.11439876069865368,0.001,0.0,0.11839876069865368,0.11839876069865368,5.880156880782593,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.6953686114361011,0.3046313885638989,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
46,R613,2023-05-18,915334,1,1,0,0,0.56,0.44,0.09,0.0,0.0,1.0,1.0,14.25890000000004,False,r,,0.49480000000016844,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.08648167009561492,0.001,0.0,0.09048167009561492,0.09048167009561492,4.7819629052214365,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.7224362783775271,0.27756372162247284,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
47,R613,2023-05-18,915334,1,1,0,0,0.57,0.43,0.09,0.0,1.0,1.0,1.0,7.373199999999997,False,l,0.4033999999999196,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.20316503506598022,0.001,0.0,0.20716503506598022,0.20716503506598022,3.5469360777978998,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,8.0,True,False,8.0,8.0,0.7366790957203215,0.2633209042796785,3.0,30.0,0.1,0.05,0.3,"12.0, 12.0"
48,R613,2023-05-18,915334,1,1,0,0,0.58,0.42,0.09,0.0,1.0,1.0,0.0,6.912299999999959,False,l,0.22220000000015716,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.05740304430472236,0.001,0.0,0.06140304430472236,0.06140304430472236,3.9334963987782263,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,8.0,True,False,8.0,8.0,0.6898693231227397,0.3101306768772603,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
49,R613,2023-05-18,915334,1,1,0,0,0.59,0.41,0.08,0.0,0.0,1.0,1.0,8.036200000000008,False,r,,0.2705999999998312,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.07827462585197628,0.001,0.0,0.08227462585197629,0.08227462585197629,4.39374563476934,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,8.0,True,False,8.0,8.0,0.6482218585573692,0.35177814144263064,3.0,30.0,0.1,0.05,0.3,"12.0, 3.0"
50,R613,2023-05-18,915334,2,0,0,0,0.6,0.4,0.08,0.0,0.0,3.0,2.0,6.0715000000000146,False,r,,0.36330000000020846,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.055768331910532626,0.001,0.0,0.05976833191053263,0.05976833191053263,5.049886027265944,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.6638515638233836,0.33614843617661644,3.0,30.0,0.1,0.05,0.3,"12.0, 12.0"
51,R613,2023-05-18,915334,1,1,0,0,0.59,0.41,0.08,0.0,2.0,1.0,1.0,11.832900000000109,False,l,0.2726999999999862,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.14640388255782416,0.001,0.0,0.15040388255782416,0.15040388255782416,5.489317259781297,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,8.0,True,False,8.0,8.0,0.6942482379940221,0.305751762005978,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
52,R613,2023-05-18,915334,1,1,0,0,0.6,0.4,0.08,0.0,0.0,1.0,1.0,8.55860000000007,False,r,,0.38830000000007203,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.06986032967767222,0.001,0.0,0.07386032967767223,0.07386032967767223,4.606206904755027,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.6581615550038363,0.3418384449961636,3.0,30.0,0.1,0.05,0.3,"12.0, 3.0"
53,R613,2023-05-18,915334,1,1,0,0,0.6,0.4,0.08,0.0,0.0,1.0,3.0,11.17470000000003,False,r,,0.266399999999976,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.1379245850812098,0.001,0.0,0.1419245850812098,0.1419245850812098,4.85620336631628,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,8.0,True,False,8.0,8.0,0.6728951039588145,0.3271048960411856,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
54,R613,2023-05-18,915334,2,0,0,0,0.61,0.39,0.08,0.0,0.0,1.0,2.0,6.663700000000063,False,r,,0.3730000000000473,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.07628909826378197,0.001,0.0,0.08028909826378197,0.08028909826378197,5.418189740957199,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.6857952535628737,0.31420474643712615,3.0,30.0,0.1,0.05,0.3,"12.0, 12.0"
55,R613,2023-05-18,915334,1,1,0,0,0.6,0.4,0.07,0.0,0.0,1.0,1.0,8.50610000000006,False,r,,0.5655000000001564,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.08913883390203627,0.001,0.0,0.09313883390203627,0.09313883390203627,5.227592029157195,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.7137674078595246,0.2862325921404753,3.0,30.0,0.1,0.05,0.3,"12.0, 3.0"
56,R613,2023-05-18,915334,2,0,0,0,0.61,0.39,0.07,0.0,3.0,2.0,1.0,7.423999999999978,False,l,0.35779999999999745,,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.12919236274455673,0.001,0.0,0.13319236274455673,0.13319236274455673,5.0482662028977465,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.7248618914238418,0.2751381085761581,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
57,R613,2023-05-18,915334,2,0,0,0,0.6,0.4,0.07,0.0,1.0,2.0,3.0,8.584700000000112,False,r,,0.2800999999999476,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.19699810713462518,0.001,0.0,0.20099810713462518,0.20099810713462518,5.052553773992263,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.6943736324498188,0.3056263675501813,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
58,R613,2023-05-18,915334,2,0,0,0,0.58,0.42,0.07,0.0,0.0,1.0,2.0,7.542500000000018,False,r,,0.4701000000000022,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.07790684711318709,0.001,0.0,0.08190684711318709,0.08190684711318709,5.7967263597495355,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.7193857811064673,0.2806142188935327,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
59,R613,2023-05-18,915334,1,1,0,0,0.57,0.43,0.07,0.0,1.0,1.0,0.0,11.394900000000007,False,l,0.4013999999999669,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.12099903817020276,0.001,0.0,0.12499903817020276,0.12499903817020276,5.4363914292390865,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.7397077501072405,0.2602922498927594,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
60,R613,2023-05-18,915334,1,1,0,0,0.58,0.42,0.07,0.0,0.0,1.0,5.0,63.936300000000074,False,r,,0.4592000000000098,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.05973490830449543,0.001,0.0,0.06373490830449544,0.06373490830449544,4.804344015455355,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.7070045250308568,0.29299547496914324,3.0,30.0,0.1,0.05,0.3,"3.0, 12.0"
61,R613,2023-05-18,915334,1,1,0,0,0.59,0.41,0.07,0.0,3.0,1.0,0.0,10.16450000000009,False,l,0.2398000000000593,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.0736572502654293,0.001,0.0,0.0776572502654293,0.0776572502654293,4.1159401372662385,LED_flash,0.2,light,light,1.0,0.001,0.0,False,True,,8.0,True,False,8.0,8.0,0.7198663374289693,0.2801336625710306,3.0,30.0,0.1,0.05,0.3,"12.0, 12.0"
62,R613,2023-05-18,915334,2,0,0,0,0.6,0.4,0.07,0.0,0.0,3.0,3.0,7.967300000000023,False,r,,0.5137999999999465,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.11994965233944396,0.001,0.0,0.12394965233944397,0.12394965233944397,5.2176503979206625,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.6893071028070276,0.3106928971929724,3.0,30.0,0.1,0.05,0.3,"12.0, 12.0"
63,R613,2023-05-18,915334,2,0,0,0,0.59,0.41,0.06,0.0,0.0,1.0,1.0,7.23700000000008,False,r,,0.49299999999993815,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.07725791610358222,0.001,0.0,0.08125791610358223,0.08125791610358223,4.902957780413564,LED_flash,0.2,light,light,1.0,0.001,0.0,True,True,0.3,0.0,True,False,8.0,8.0,0.7118400659698506,0.2881599340301494,3.0,30.0,0.1,0.05,0.3,"3.0, 3.0"
