animal_id,dt_date,violations,hits,trial,pct_correct,pct_viol
R023,2023-12-22,0.08333333333333333,0.8660287081339713,228,86.60287081339713,8.333333333333332
R023,2023-12-23,0.0446927374301676,0.9181286549707602,179,91.81286549707602,4.4692737430167595
R023,2024-01-03,0.47368421052631576,0.9333333333333333,57,93.33333333333333,47.368421052631575
R023,2024-01-04,0.1504424778761062,0.875,113,87.5,15.04424778761062
R023,2024-01-05,0.104,0.9107142857142857,125,91.07142857142857,10.4
R023,2024-01-06,0.1559633027522936,0.9130434782608695,109,91.30434782608695,15.59633027522936
R023,2024-01-08,0.08530805687203792,0.8290155440414507,211,82.90155440414507,8.530805687203792
R023,2024-01-09,0.12755102040816327,0.9181286549707602,196,91.81286549707602,12.755102040816327
R023,2024-01-11,0.1926605504587156,0.875,109,87.5,19.26605504587156
R023,2024-01-12,0.20588235294117646,0.9259259259259259,136,92.5925925925926,20.588235294117645
R023,2024-01-13,0.12162162162162163,0.9,148,90.0,12.162162162162163
R023,2024-01-14,0.11940298507462686,0.8983050847457628,134,89.83050847457628,11.940298507462686
R023,2024-01-15,0.3064516129032258,0.8837209302325582,62,88.37209302325581,30.64516129032258
R023,2024-01-17,0.14423076923076922,0.9213483146067416,104,92.13483146067416,14.423076923076922
R023,2024-01-18,0.15702479338842976,0.9117647058823529,121,91.17647058823529,15.702479338842975
R027,2023-12-14,0.20588235294117646,0.873015873015873,238,87.3015873015873,20.588235294117645
R027,2023-12-15,0.21212121212121213,0.8782051282051282,398,87.82051282051282,21.21212121212121
R027,2023-12-16,0.17183098591549295,0.8945578231292517,355,89.45578231292517,17.183098591549296
R027,2023-12-17,0.1976401179941003,0.9375,341,93.75,19.76401179941003
R027,2023-12-18,0.30514705882352944,0.91005291005291,272,91.005291005291,30.514705882352942
R027,2023-12-19,0.1484593837535014,0.9210526315789473,358,92.10526315789474,14.84593837535014
R027,2023-12-20,0.18613138686131386,0.9641255605381166,279,96.41255605381166,18.613138686131386
R027,2023-12-21,0.17559523809523808,0.9350180505415162,338,93.50180505415162,17.559523809523807
R027,2023-12-22,0.1167192429022082,0.9678571428571429,319,96.78571428571429,11.67192429022082
R027,2024-01-03,0.2818181818181818,0.9113924050632911,110,91.13924050632912,28.18181818181818
R027,2024-01-04,0.5081967213114754,0.8666666666666667,122,86.66666666666667,50.81967213114754
R027,2024-01-05,0.42990654205607476,0.8688524590163934,107,86.88524590163934,42.99065420560748
R027,2024-01-06,0.40993788819875776,0.9368421052631579,161,93.6842105263158,40.993788819875775
R027,2024-01-08,0.3032258064516129,0.9212962962962963,310,92.12962962962963,30.32258064516129
R027,2024-01-09,0.24022346368715083,0.9117647058823529,179,91.17647058823529,24.022346368715084
R027,2024-01-11,0.2484472049689441,0.9586776859504132,162,95.86776859504133,24.84472049689441
R027,2024-01-12,0.296875,0.9333333333333333,64,93.33333333333333,29.6875
R027,2024-01-13,0.30456852791878175,0.9124087591240876,197,91.24087591240875,30.456852791878177
R027,2024-01-14,0.29357798165137616,0.922077922077922,110,92.20779220779221,29.357798165137616
R027,2024-01-17,0.28431372549019607,0.9452054794520548,102,94.52054794520548,28.431372549019606
R027,2024-01-18,0.43478260869565216,0.9038461538461539,92,90.38461538461539,43.47826086956522
R030,2024-03-07,0.060109289617486336,0.8604651162790697,183,86.04651162790698,6.0109289617486334
R030,2024-03-08,0.1218274111675127,0.8497109826589595,197,84.97109826589595,12.18274111675127
R030,2024-03-09,0.23577235772357724,0.8723404255319149,123,87.2340425531915,23.577235772357724
R030,2024-03-10,0.10666666666666667,0.9054726368159204,225,90.54726368159204,10.666666666666668
R030,2024-03-11,0.09504132231404959,0.8949771689497716,242,89.49771689497716,9.50413223140496
R031,2024-02-21,0.12552301255230125,0.8086124401913876,239,80.86124401913875,12.552301255230125
R031,2024-02-22,0.1254355400696864,0.7848605577689243,288,78.48605577689243,12.543554006968641
R031,2024-02-23,0.09923664122137404,0.847457627118644,262,84.7457627118644,9.923664122137405
R031,2024-02-24,0.06315789473684211,0.8164794007490637,285,81.64794007490637,6.315789473684211
R031,2024-02-25,0.0995850622406639,0.8571428571428571,241,85.71428571428571,9.95850622406639
R031,2024-02-26,0.05309734513274336,0.8691588785046729,226,86.91588785046729,5.3097345132743365
R031,2024-02-27,0.10047846889952153,0.824468085106383,209,82.4468085106383,10.047846889952153
R031,2024-02-28,0.07046979865771812,0.8736462093862816,298,87.36462093862815,7.046979865771812
R031,2024-02-29,0.04961832061068702,0.8473895582329317,262,84.73895582329317,4.961832061068702
R031,2024-03-01,0.034782608695652174,0.9009009009009009,230,90.09009009009009,3.4782608695652173
R031,2024-03-02,0.0873015873015873,0.8652173913043478,252,86.52173913043478,8.73015873015873
R031,2024-03-04,0.050761421319796954,0.8609625668449198,197,86.09625668449198,5.0761421319796955
R031,2024-03-05,0.0846774193548387,0.8766519823788547,248,87.66519823788546,8.46774193548387
R031,2024-03-06,0.10869565217391304,0.9146341463414634,276,91.46341463414635,10.869565217391305
R031,2024-03-07,0.13574660633484162,0.9214659685863874,221,92.14659685863874,13.574660633484163
R032,2024-02-02,0.08374384236453201,0.9086021505376344,203,90.86021505376344,8.374384236453201
R032,2024-02-03,0.07861635220125786,0.9180887372013652,318,91.80887372013652,7.861635220125786
R032,2024-02-04,0.061488673139158574,0.9103448275862069,309,91.0344827586207,6.148867313915858
R032,2024-02-06,0.10526315789473684,0.8235294117647058,269,82.35294117647058,10.526315789473683
R032,2024-02-07,0.18357487922705315,0.9289940828402367,207,92.89940828402366,18.357487922705314
R032,2024-02-08,0.04819277108433735,0.810126582278481,415,81.0126582278481,4.819277108433735
R032,2024-02-09,0.07849829351535836,0.8740740740740741,294,87.4074074074074,7.849829351535837
R032,2024-02-10,0.06990881458966565,0.9019607843137255,329,90.19607843137256,6.990881458966565
R032,2024-02-11,0.10263929618768329,0.9019607843137255,341,90.19607843137256,10.263929618768328
R032,2024-02-12,0.10714285714285714,0.9466666666666667,168,94.66666666666667,10.714285714285714
R032,2024-02-13,0.5294117647058824,0.7916666666666666,153,79.16666666666666,52.94117647058824
R032,2024-02-14,0.07672634271099744,0.925207756232687,391,92.5207756232687,7.672634271099745
R032,2024-02-15,0.09948979591836735,0.8781869688385269,392,87.81869688385268,9.948979591836734
R032,2024-02-18,0.09866666666666667,0.9467455621301775,375,94.67455621301775,9.866666666666667
R032,2024-02-19,0.09154929577464789,0.9509043927648578,427,95.09043927648578,9.15492957746479
R033,2024-02-09,0.09090909090909091,0.7473684210526316,209,74.73684210526315,9.090909090909092
R033,2024-02-10,0.048507462686567165,0.7764705882352941,268,77.64705882352942,4.850746268656716
R033,2024-02-11,0.07608695652173914,0.8235294117647058,184,82.35294117647058,7.608695652173914
R033,2024-02-12,0.06289308176100629,0.825503355704698,159,82.5503355704698,6.289308176100629
R033,2024-02-13,0.046242774566473986,0.8181818181818182,173,81.81818181818183,4.624277456647398
R033,2024-02-14,0.0912280701754386,0.7915057915057915,285,79.15057915057915,9.12280701754386
R033,2024-02-15,0.11673151750972763,0.8546255506607929,257,85.46255506607929,11.673151750972762
R033,2024-02-18,0.05555555555555555,0.9058823529411765,360,90.58823529411765,5.555555555555555
R033,2024-02-19,0.07848837209302326,0.8485804416403786,344,84.85804416403786,7.848837209302325
R036,2024-03-13,0.2631578947368421,0.875,76,87.5,26.31578947368421
R036,2024-03-14,0.16370106761565836,0.7361702127659574,281,73.61702127659574,16.370106761565836
R036,2024-03-15,0.11180124223602485,0.8251748251748252,161,82.51748251748252,11.180124223602485
R036,2024-03-16,0.16393442622950818,0.7352941176470589,122,73.52941176470588,16.39344262295082
R036,2024-03-17,0.18857142857142858,0.852112676056338,175,85.2112676056338,18.857142857142858
R036,2024-03-18,0.0958904109589041,0.8484848484848485,219,84.84848484848484,9.58904109589041
R036,2024-03-19,0.1242603550295858,0.7297297297297297,169,72.97297297297297,12.42603550295858
R036,2024-03-20,0.09340659340659341,0.7636363636363637,182,76.36363636363637,9.340659340659341
R036,2024-03-21,0.08333333333333333,0.8295454545454546,288,82.95454545454545,8.333333333333332
R036,2024-03-22,0.09852216748768473,0.819672131147541,203,81.9672131147541,9.852216748768473
R036,2024-03-25,0.10283687943262411,0.8300395256916996,282,83.00395256916995,10.28368794326241
R036,2024-03-26,0.0931899641577061,0.8537549407114624,279,85.37549407114624,9.31899641577061
R036,2024-03-27,0.07868852459016394,0.8896797153024911,305,88.96797153024912,7.868852459016394
R036,2024-03-28,0.05405405405405406,0.8464285714285714,296,84.64285714285714,5.405405405405405
R037,2024-02-14,0.08333333333333333,0.9615384615384616,312,96.15384615384616,8.333333333333332
R037,2024-02-15,0.04229607250755287,0.9652996845425867,332,96.52996845425868,4.229607250755287
R037,2024-02-18,0.082687338501292,0.9267605633802817,387,92.67605633802816,8.2687338501292
R037,2024-02-19,0.15469613259668508,0.9640522875816994,362,96.40522875816994,15.469613259668508
R037,2024-02-20,0.0462046204620462,0.9446366782006921,303,94.4636678200692,4.62046204620462
R037,2024-02-21,0.05405405405405406,0.9376623376623376,407,93.76623376623377,5.405405405405405
R037,2024-02-23,0.037940379403794036,0.8732394366197183,369,87.32394366197182,3.7940379403794036
R037,2024-02-24,0.04201680672268908,0.9444444444444444,357,94.44444444444444,4.201680672268908
R037,2024-02-25,0.05089820359281437,0.9495268138801262,334,94.95268138801262,5.089820359281437
R039,2024-02-07,0.09202453987730061,0.777027027027027,163,77.7027027027027,9.202453987730062
R039,2024-02-08,0.04573170731707317,0.7859424920127795,328,78.59424920127796,4.573170731707317
R039,2024-02-09,0.05351170568561873,0.8551236749116607,299,85.51236749116607,5.351170568561873
R039,2024-02-10,0.045317220543806644,0.8544303797468354,331,85.44303797468355,4.531722054380665
R039,2024-02-11,0.05622489959839357,0.8425531914893617,249,84.25531914893617,5.622489959839357
R039,2024-02-12,0.09146341463414634,0.8993288590604027,164,89.93288590604027,9.146341463414634
R039,2024-02-13,0.09090909090909091,0.8545454545454545,121,85.45454545454545,9.090909090909092
R039,2024-02-14,0.06557377049180328,0.8646616541353384,427,86.46616541353383,6.557377049180328
R039,2024-02-15,0.06070287539936102,0.8707482993197279,313,87.07482993197279,6.070287539936102
R039,2024-02-18,0.05454545454545454,0.8878205128205128,330,88.78205128205127,5.454545454545454
R039,2024-02-19,0.049707602339181284,0.8953846153846153,342,89.53846153846153,4.970760233918129
R039,2024-02-20,0.09166666666666666,0.8715596330275229,240,87.1559633027523,9.166666666666666
R039,2024-02-21,0.04639175257731959,0.9,388,90.0,4.639175257731959
R039,2024-02-22,0.05825242718446602,0.8694158075601375,310,86.94158075601375,5.825242718446602
R039,2024-02-23,0.05172413793103448,0.8690909090909091,291,86.9090909090909,5.172413793103448
