,trial,animal_id,date,sess_id,result,hits,violations,temperror,hit_rate,error_rate,violation_rate,temp_error_rate,n_lpokes,n_cpokes,n_rpokes,trial_dur,trial_start,valid_early_spoke,first_spoke,first_lpoke,first_rpoke,n_settling_ins,avg_settling_in,cpoke_dur,stage,curriculum,sides,SMA_set,is_match,sa,sb,stimuli_on,settling_in_dur,legal_cbreak_dur,pre_dur,adj_pre_dur,stimulus_dur,delay_dur,post_dur,sb_extra_dur,viol_off_dur,pre_go_dur,inter_trial_dur,go_type,go_dur,give_type_set,give_type_imp,give_frac,give_delay_dur,give_xtra_light_delay_dur,give_use,replay_on,timeouts,water_delivered,give_water_not_drunk,crash_hist,was_block_swtich,volume_multiplier,l_water_vol,r_water_vol,ab_l_prob,ab_r_prob,ab_beta,ab_tau,exp_del_tau,exp_del_min,exp_del_max,sound_pair,min_time_to_spoke
85,86,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.35,0.0,0.0,1.0,24.0,7.603700000000117,2964.654004,False,r,,3.2112999999999374,1.0,,2.51299999999992,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.07350000000000004,1.4130000000000031,0.25,0.0,2.060000000000003,2.060000000000003,2.089401483185989,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4778275568362336,0.5221724431637664,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.2112999999999374
86,87,R015,2023-08-04,924420,3,,1,,0.98,0.02,0.35,0.0,0.0,2.0,0.0,2.3573999999998705,2984.572304,False,n,,,1.0,,0.2986000000000786,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.07500000000000004,1.4100000000000033,0.25,0.0,2.060000000000003,2.060000000000003,1.9076888848008315,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.4794257519384371,0.5205742480615629,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",
87,88,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.36,0.0,25.0,1.0,0.0,7.736199999999826,3003.858404,False,l,3.347900000000209,,1.0,,2.5954000000001543,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.07650000000000004,1.4070000000000034,0.25,0.0,2.060000000000003,2.060000000000003,2.0419838465550457,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4794257519384371,0.5205742480615629,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.347900000000209
88,89,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.35,0.0,0.0,1.0,26.0,8.066899999999805,3019.667804,False,r,,3.2854999999999563,1.0,,2.452099999999973,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.07800000000000004,1.4040000000000035,0.25,0.0,2.0600000000000036,2.0600000000000036,1.9083281369585845,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4794257519384371,0.5205742480615629,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.2854999999999563
89,90,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.35,0.0,0.0,1.0,35.0,8.398499999999785,3039.329604,False,r,,3.139099999999871,1.0,,2.564600000000155,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.07950000000000004,1.4010000000000036,0.25,0.0,2.0600000000000036,2.0600000000000036,2.956442274963187,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.480897696984454,0.5191023030155459,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.139099999999871
90,91,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.34,0.0,0.0,2.0,19.0,6.358200000000124,3059.680604,False,r,,3.055200000000241,1.0,,2.5005999999998494,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.08100000000000004,1.3980000000000037,0.25,0.0,2.060000000000004,2.060000000000004,1.0,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4822134284021259,0.5177865715978741,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.055200000000241
91,92,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.34,0.0,0.0,1.0,29.0,7.689800000000105,3079.150604,False,r,,3.2044999999998254,1.0,,2.6341999999999643,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.08250000000000005,1.3950000000000038,0.25,0.0,2.060000000000004,2.060000000000004,2.1823063399275893,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.48339592133069714,0.5166040786693028,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.2044999999998254
92,93,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.34,0.0,0.0,3.0,38.0,10.284200000000055,3098.591604,False,r,,3.2453999999997905,2.0,0.0397000000002663,2.557199999999739,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.08400000000000005,1.392000000000004,0.25,0.0,2.060000000000004,2.060000000000004,1.7579599993547301,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4844638629261054,0.5155361370738946,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.2453999999997905
93,94,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.33,0.0,0.0,2.0,24.0,7.3422999999997955,3118.283804,False,r,,3.16820000000007,1.0,,2.608900000000176,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.08550000000000005,1.389000000000004,0.25,0.0,2.060000000000004,2.060000000000004,1.8710655069421023,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.48543260768157603,0.5145673923184241,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.16820000000007
94,95,R015,2023-08-04,924420,3,,1,,0.98,0.02,0.33,0.0,0.0,2.0,0.0,3.0999000000001615,3141.036904,False,n,,,1.0,,0.741399999999885,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.08700000000000005,1.3860000000000041,0.25,0.0,2.060000000000004,2.060000000000004,1.8246732757488424,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.4863148883789802,0.5136851116210198,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",
95,96,R015,2023-08-04,924420,3,,1,,0.98,0.02,0.34,0.0,0.0,5.0,0.0,3.0974999999998545,3160.286304,False,n,,,4.0,0.032166666666853416,0.2723999999998341,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.08850000000000005,1.3830000000000042,0.25,0.0,2.060000000000004,2.060000000000004,2.288363035542652,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.4863148883789802,0.5136851116210198,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",
96,97,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.34,0.0,21.0,1.0,0.0,7.24310000000014,3175.205404,False,l,3.060899999999947,,1.0,,2.521600000000035,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.09000000000000005,1.3800000000000043,0.25,0.0,2.0600000000000045,2.0600000000000045,1.8359030860147814,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4863148883789802,0.5136851116210198,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.060899999999947
97,98,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.34,0.0,16.0,1.0,32.0,12.691299999999956,3190.764604,False,r,,3.348500000000058,1.0,,2.5185999999998785,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.09150000000000005,1.3770000000000044,0.25,0.0,2.0600000000000045,2.0600000000000045,2.9490675921298637,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4863148883789803,0.5136851116210197,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.348500000000058
98,99,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.34,0.0,20.0,1.0,0.0,6.778600000000097,3210.095804,False,l,3.196100000000115,,1.0,,2.6563999999998487,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.09300000000000005,1.3740000000000046,0.25,0.0,2.060000000000005,2.060000000000005,1.236206570365932,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.48714702599584225,0.5128529740041577,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.196100000000115
99,100,R015,2023-08-04,924420,3,,1,,0.98,0.02,0.33,0.0,0.0,3.0,0.0,2.566699999999855,3234.074504,False,n,,,2.0,0.0522000000000844,0.4400999999998021,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.09450000000000006,1.3710000000000047,0.25,0.0,2.060000000000005,2.060000000000005,1.819188757407939,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.48714702599584236,0.5128529740041575,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",
100,101,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.34,0.0,0.0,1.0,29.0,15.046100000000024,3255.329804,False,r,,3.2797999999997955,1.0,,2.500799999999799,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.09600000000000006,1.3680000000000048,0.25,0.0,2.060000000000005,2.060000000000005,2.089597345080239,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.48714702599584236,0.5128529740041575,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.2797999999997955
101,102,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.34,0.0,0.0,1.0,27.0,7.085099999999784,3270.164704,False,r,,3.4104999999999563,1.0,,2.4659999999998945,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.09750000000000006,1.3650000000000049,0.25,0.0,2.060000000000005,2.060000000000005,1.3715753229460095,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.48793147719871893,0.5120685228012811,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.4104999999999563
102,103,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.33,0.0,0.0,1.0,24.0,12.299599999999828,3297.206204,False,r,,3.1455000000000837,1.0,,2.614799999999832,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.09900000000000006,1.362000000000005,0.25,0.0,2.060000000000005,2.060000000000005,1.8586745533429367,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.48864783187030836,0.5113521681296915,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.1455000000000837
103,104,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.33,0.0,0.0,1.0,28.0,7.7193999999999505,3317.072804,False,r,,3.0473000000001775,1.0,,2.4681000000000495,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.10050000000000006,1.359000000000005,0.25,0.0,2.060000000000005,2.060000000000005,2.369099748530058,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4893042360024851,0.5106957639975149,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.0473000000001775
104,105,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.33,0.0,20.0,1.0,0.0,19.533600000000206,3340.904904,False,l,3.4429999999997563,,1.0,,2.5880999999999403,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.10200000000000006,1.3560000000000052,0.25,0.0,2.0600000000000054,2.0600000000000054,2.2831321364411985,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4899075893079731,0.5100924106920269,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.4429999999997563
105,106,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.32,0.0,17.0,1.0,0.0,17.26299999999992,3360.213804,False,l,3.086999999999989,,1.0,,2.5073999999999614,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.10350000000000006,1.3530000000000053,0.25,0.0,2.0600000000000054,2.0600000000000054,1.2441756721803703,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.48990758930797285,0.5100924106920272,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.086999999999989
106,107,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.32,0.0,0.0,1.0,19.0,9.283199999999852,3391.595404,False,r,,3.337500000000091,1.0,,2.5401999999999134,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.10500000000000007,1.3500000000000054,0.25,0.0,2.060000000000006,2.060000000000006,1.5836425982577127,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.48990758930797274,0.5100924106920272,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.337500000000091
107,108,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.32,0.0,4.0,1.0,0.0,154.65300000000025,3422.661704,False,l,3.0329999999999018,,1.0,,2.503899999999703,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.10650000000000007,1.3470000000000055,0.25,0.0,2.060000000000006,2.060000000000006,1.8740705639912174,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49049986781380805,0.5095001321861921,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.0329999999999018
108,109,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.31,0.0,22.0,1.0,0.0,55.10179999999991,3445.051404,False,l,3.4732999999996537,,1.0,,2.5592999999998938,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.10800000000000007,1.3440000000000056,0.3,0.0,2.1100000000000056,2.1100000000000056,2.320105107558317,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4904998678138079,0.5095001321861921,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.4732999999996537
109,110,R015,2023-08-04,924420,3,,1,,0.99,0.01,0.31,0.0,0.0,2.0,0.0,18.85570000000007,3612.230104,False,n,,,1.0,,0.5583000000001448,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.10950000000000007,1.3410000000000057,0.3,0.0,2.1100000000000056,2.1100000000000056,1.9527796634432946,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.4904998678138078,0.5095001321861922,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",
110,111,R015,2023-08-04,924420,3,,1,,0.99,0.01,0.32,0.0,0.0,3.0,0.0,19.558100000000195,3679.087904,False,n,,,2.0,0.10620000000017171,0.387000000000171,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.11100000000000007,1.3380000000000059,0.3,0.0,2.110000000000006,2.110000000000006,1.4222041306084705,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.4904998678138078,0.5095001321861922,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",
111,112,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.32,0.0,0.0,1.0,22.0,11.57549999999992,3709.334804,False,r,,3.3468000000002576,1.0,,2.561500000000251,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.11250000000000007,1.335000000000006,0.3,0.0,2.110000000000006,2.110000000000006,1.4340886814237457,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4904998678138078,0.5095001321861922,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.3468000000002576
112,113,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.32,0.0,0.0,1.0,27.0,9.591300000000047,3741.742404,False,r,,3.5277000000000953,1.0,,2.521099999999933,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.11400000000000007,1.332000000000006,0.3,0.0,2.110000000000006,2.110000000000006,2.061238127773696,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49107850280514476,0.5089214971948551,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.5277000000000953
113,114,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.32,0.0,0.0,1.0,23.0,45.565399999999954,3765.443804,False,r,,3.8233000000000175,1.0,,2.571400000000267,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.11550000000000007,1.3290000000000062,0.3,0.0,2.110000000000006,2.110000000000006,2.0545179685906367,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4916070363905386,0.5083929636094613,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.8233000000000175
114,115,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.32,0.0,0.0,3.0,25.0,49.241599999999835,3786.633604,False,r,,3.0931000000000495,3.0,0.17190000000005057,2.5702000000001135,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.11700000000000008,1.3260000000000063,0.3,0.0,2.1100000000000065,2.1100000000000065,2.59263184037627,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49209144661820114,0.5079085533817989,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.0931000000000495
115,116,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.31,0.0,14.0,1.0,0.0,10.588600000000042,3844.200704,False,l,3.332100000000082,,1.0,,2.654700000000048,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.11850000000000008,1.3230000000000064,0.3,0.0,2.1100000000000065,2.1100000000000065,1.0738411454630215,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49253679906281783,0.5074632009371821,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.332100000000082
116,117,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.31,0.0,0.0,2.0,18.0,9.910199999999804,3904.624003,False,r,,3.36830000000009,1.0,,2.5891999999998916,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.12000000000000008,1.3200000000000065,0.3,0.0,2.1100000000000065,2.1100000000000065,1.4754487485494225,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49253679906281767,0.5074632009371823,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.36830000000009
117,118,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.31,0.0,0.0,1.0,13.0,22.435899999999947,3928.233103,False,r,,3.6230000000000473,1.0,,2.5968000000002576,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.12150000000000008,1.3170000000000066,0.3,0.0,2.1100000000000065,2.1100000000000065,1.8374609387682534,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49296054224124897,0.5070394577587509,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.6230000000000473
118,119,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.31,0.0,14.0,1.0,0.0,24.908800000000156,3950.910003,False,l,3.537199999999757,,1.0,,2.5901999999996406,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.12300000000000008,1.3140000000000067,0.3,0.0,2.110000000000007,2.110000000000007,1.1052165276359118,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4933508638651564,0.5066491361348435,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.537199999999757
119,120,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.3,0.0,0.0,1.0,24.0,25.165700000000015,3985.318803,False,r,,4.846600000000308,1.0,,4.1809000000002925,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.12450000000000008,1.3110000000000068,0.3,0.0,2.110000000000007,2.110000000000007,2.4994903030507047,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4933508638651562,0.5066491361348437,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",4.846600000000308
120,121,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.3,0.0,0.0,3.0,17.0,16.048699999999826,4023.265803,False,r,,3.5136999999999716,1.0,,2.5156999999999243,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.12600000000000008,1.308000000000007,0.3,0.0,2.110000000000007,2.110000000000007,2.645173049805419,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4937229106992746,0.5062770893007255,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.5136999999999716
121,122,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.3,0.0,21.0,1.0,0.0,11.185499999999593,4059.652803,False,l,3.453099999999722,,1.0,,2.6252999999996973,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.12750000000000009,1.305000000000007,0.3,0.0,2.110000000000007,2.110000000000007,1.7544568114741295,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49406618812535424,0.5059338118746458,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.453099999999722
122,123,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.3,0.0,3.0,1.0,0.0,41.22029999999995,4087.193403,False,l,3.7033000000001266,,1.0,,2.688600000000406,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.1290000000000001,1.3020000000000072,0.3,0.0,2.1100000000000074,2.1100000000000074,1.798245312653291,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49406618812535424,0.5059338118746458,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.7033000000001266
123,124,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.29,0.0,22.0,1.0,0.0,8.371500000000196,4110.139003,False,l,3.1705000000001746,,1.0,,2.6081999999996697,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.1305000000000001,1.2990000000000073,0.3,0.0,2.1100000000000074,2.1100000000000074,1.7141872941448484,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49406618812535424,0.5059338118746458,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.1705000000001746
124,125,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.29,0.0,21.0,1.0,0.0,7.854999999999563,4163.053503,False,l,2.9679000000005544,,1.0,,2.514100000000326,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.1320000000000001,1.2960000000000074,0.3,0.0,2.1100000000000074,2.1100000000000074,1.7377051387397182,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49406618812535436,0.5059338118746457,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",2.9679000000005544
125,126,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.29,0.0,18.0,1.0,0.0,8.061200000000099,4183.419803,False,l,3.1433999999999287,,1.0,,2.6810000000004948,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.1335000000000001,1.2930000000000075,0.3,0.0,2.1100000000000074,2.1100000000000074,1.5361996263652486,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4940661881253541,0.5059338118746459,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.1433999999999287
126,127,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.29,0.0,26.0,1.0,0.0,7.860099999999875,4203.270603,False,l,3.201000000000022,,1.0,,2.544799999999668,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.1350000000000001,1.2900000000000076,0.3,0.0,2.110000000000008,2.110000000000008,2.312830924124499,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49406618812535424,0.5059338118746458,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.201000000000022
127,128,R015,2023-08-04,924420,1,1,0,0,0.99,0.01,0.28,0.0,0.0,1.0,17.0,8.818100000000413,4224.638203,False,r,,3.7812000000003536,1.0,,2.5010000000002037,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.1365000000000001,1.2870000000000077,0.3,0.0,2.110000000000008,2.110000000000008,1.0,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.49406618812535424,0.5059338118746458,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.7812000000003536
128,129,R015,2023-08-04,924420,3,,1,,0.99,0.01,0.28,0.0,0.0,2.0,0.0,4.375299999999697,4243.873103,False,n,,,1.0,,0.7022999999999229,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.1380000000000001,1.2840000000000078,0.3,0.0,2.110000000000008,2.110000000000008,1.6485658271919363,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.49444950383707537,0.5055504961629246,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",
