,trial,animal_id,date,sess_id,result,hits,violations,temperror,hit_rate,error_rate,violation_rate,temp_error_rate,n_lpokes,n_cpokes,n_rpokes,trial_dur,trial_start,valid_early_spoke,first_spoke,first_lpoke,first_rpoke,n_settling_ins,avg_settling_in,cpoke_dur,stage,curriculum,sides,SMA_set,is_match,sa,sb,stimuli_on,settling_in_dur,legal_cbreak_dur,pre_dur,adj_pre_dur,stimulus_dur,delay_dur,post_dur,sb_extra_dur,viol_off_dur,pre_go_dur,inter_trial_dur,go_type,go_dur,give_type_set,give_type_imp,give_frac,give_delay_dur,give_xtra_light_delay_dur,give_use,replay_on,timeouts,water_delivered,give_water_not_drunk,crash_hist,was_block_swtich,volume_multiplier,l_water_vol,r_water_vol,ab_l_prob,ab_r_prob,ab_beta,ab_tau,exp_del_tau,exp_del_min,exp_del_max,sound_pair,min_time_to_spoke
40,41,R015,2023-08-04,924420,1,1,0,0,1.0,0.0,0.53,0.0,18.0,4.0,28.0,12.768800000000056,1922.818804,False,r,,3.3555999999998676,2.0,0.0442000000000462,2.542799999999943,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,2.076994184897214,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.3555999999998676
41,42,R015,2023-08-04,924420,1,1,0,0,1.0,0.0,0.51,0.0,25.0,2.0,0.0,7.6952000000001135,1945.723804,False,l,3.2249000000001615,,1.0,,2.505100000000084,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,2.1240210788584775,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.2249000000001615
42,43,R015,2023-08-04,924420,3,,1,,1.0,0.0,0.5,0.0,0.0,4.0,0.0,8.073200000000043,1973.338404,False,n,,,2.0,0.13850000000002183,0.3789999999999054,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,2.0223708707350747,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",
43,44,R015,2023-08-04,924420,3,,1,,1.0,0.0,0.51,0.0,0.0,2.0,0.0,7.747900000000072,1997.059804,False,n,,,1.0,,0.5310000000001764,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,2.6498611140326767,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",
44,45,R015,2023-08-04,924420,3,,1,,1.0,0.0,0.52,0.0,0.0,2.0,0.0,3.731399999999894,2025.088104,False,n,,,1.0,,0.8649000000000342,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,1.5540934443271974,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",
45,46,R015,2023-08-04,924420,3,,1,,1.0,0.0,0.53,0.0,0.0,3.0,1.0,10.885999999999967,2044.222804,False,n,,,1.0,,2.044300000000021,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,1.8528641943976427,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",
46,47,R015,2023-08-04,924420,3,,1,,1.0,0.0,0.54,0.0,0.0,3.0,1.0,4.791299999999865,2059.687304,False,n,,,1.0,,2.0704000000000633,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,2.569827970735246,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",
47,48,R015,2023-08-04,924420,3,,1,,1.0,0.0,0.55,0.0,1.0,1.0,0.0,5.095400000000154,2082.410604,False,n,,,1.0,,2.083799999999883,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,1.863764747763927,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",
48,49,R015,2023-08-04,924420,1,1,0,0,1.0,0.0,0.56,0.0,0.0,1.0,26.0,8.653999999999996,2097.813504,False,r,,3.0629000000003543,1.0,,2.4610999999999876,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,1.5947819495579543,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.0629000000003543
49,50,R015,2023-08-04,924420,3,,1,,1.0,0.0,0.55,0.0,0.0,5.0,0.0,4.251000000000204,2114.771704,False,n,,,1.0,,2.101300000000265,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,1.998595714885332,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",
50,51,R015,2023-08-04,924420,1,1,0,0,1.0,0.0,0.56,0.0,17.0,1.0,0.0,12.404199999999946,2135.720804,False,l,3.222899999999754,,1.0,,2.319799999999759,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,2.1788690327731,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.222899999999754
51,52,R015,2023-08-04,924420,1,1,0,0,1.0,0.0,0.55,0.0,0.0,2.0,27.0,8.470200000000204,2151.263604,False,r,,3.6466999999997824,1.0,,2.5052999999998065,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,1.9256363447334124,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.6466999999997824
52,53,R015,2023-08-04,924420,1,1,0,0,1.0,0.0,0.54,0.0,26.0,1.0,0.0,7.623500000000149,2175.029404,False,l,2.9846000000002277,,1.0,,2.4724999999998545,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,2.2925712051966185,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",2.9846000000002277
53,54,R015,2023-08-04,924420,3,,1,,1.0,0.0,0.53,0.0,0.0,4.0,0.0,2.2944000000002234,2195.099204,False,n,,,1.0,,0.6179000000001906,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,1.2702544576027222,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",
54,55,R015,2023-08-04,924420,1,1,0,0,1.0,0.0,0.54,0.0,30.0,1.0,0.0,10.825800000000072,2214.281104,False,l,3.1252999999996973,,1.0,,2.5690999999997075,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,2.7443864389158406,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.1252999999996973
55,56,R015,2023-08-04,924420,2,0,0,0,1.0,0.0,0.53,0.0,31.0,1.0,10.0,12.387900000000172,2228.741404,False,l,3.378600000000006,,1.0,,2.460900000000038,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,2.3187416465141597,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,0.1,10.5,,False,0.0,0.4,35.0,35.0,0.5,0.5,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.378600000000006
56,57,R015,2023-08-04,924420,1,1,0,0,0.96,0.04,0.52,0.0,21.0,1.0,0.0,14.66170000000011,2250.561104,False,l,3.2182000000002517,,1.0,,2.530300000000352,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,1.968181744768696,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4084814334717491,0.591518566528251,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.2182000000002517
57,58,R015,2023-08-04,924420,1,1,0,0,0.96,0.04,0.51,0.0,0.0,1.0,27.0,17.69990000000007,2274.089104,False,r,,3.2968000000000757,1.0,,2.4677999999998974,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,1.6180119097208,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4084814334717492,0.5915185665282509,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.2968000000000757
58,59,R015,2023-08-04,924420,1,1,0,0,0.97,0.03,0.5,0.0,17.0,1.0,0.0,7.167500000000018,2300.346804,False,l,2.9602999999997337,,1.0,,2.4813999999996668,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.033,1.4940000000000002,0.25,0.0,2.0600000000000005,2.0600000000000005,1.6479060319154932,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4189476156658434,0.5810523843341566,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",2.9602999999997337
59,60,R015,2023-08-04,924420,1,1,0,0,0.97,0.03,0.49,0.0,0.0,1.0,28.0,14.356200000000172,2330.039304,False,r,,3.152100000000246,1.0,,2.449300000000221,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.0345,1.4910000000000003,0.25,0.0,2.0600000000000005,2.0600000000000005,2.315454267196062,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4189476156658434,0.5810523843341566,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.152100000000246
60,61,R015,2023-08-04,924420,1,1,0,0,0.97,0.03,0.48,0.0,0.0,2.0,22.0,7.938799999999901,2350.592704,False,r,,3.397599999999784,2.0,0.07510000000002037,2.4697000000001026,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.036000000000000004,1.4880000000000004,0.25,0.0,2.0600000000000005,2.0600000000000005,1.6245584144395802,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.42779359297047687,0.5722064070295232,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.397599999999784
61,62,R015,2023-08-04,924420,3,,1,,0.97,0.03,0.48,0.0,0.0,1.0,22.0,8.308399999999892,2376.722704,False,n,,,1.0,,2.1738000000000284,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.037500000000000006,1.4850000000000005,0.25,0.0,2.0600000000000005,2.0600000000000005,1.8546830563264407,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,,False,0.0,0.4,35.0,35.0,0.4351256310690488,0.5648743689309511,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",
62,63,R015,2023-08-04,924420,1,1,0,0,0.97,0.03,0.48,0.0,27.0,2.0,0.0,8.166799999999967,2396.461404,False,l,3.654199999999946,,1.0,,2.883600000000115,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.03900000000000001,1.4820000000000007,0.25,0.0,2.0600000000000005,2.0600000000000005,2.1663459902833244,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4351256310690488,0.5648743689309511,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.654199999999946
63,64,R015,2023-08-04,924420,1,1,0,0,0.97,0.03,0.48,0.0,24.0,1.0,0.0,7.221799999999803,2415.933704,False,l,3.2291000000000167,,1.0,,2.61869999999999,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.04050000000000001,1.4790000000000008,0.25,0.0,2.0600000000000005,2.0600000000000005,1.6463838655610117,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4351256310690488,0.5648743689309511,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.2291000000000167
64,65,R015,2023-08-04,924420,1,1,0,0,0.97,0.03,0.47,0.0,26.0,1.0,0.0,7.356000000000222,2435.460304,False,l,3.1080000000001746,,1.0,,2.577299999999923,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.04200000000000001,1.4760000000000009,0.25,0.0,2.060000000000001,2.060000000000001,1.9016755634568248,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4351256310690489,0.564874368930951,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.1080000000001746
65,66,R015,2023-08-04,924420,1,1,0,0,0.97,0.03,0.46,0.0,28.0,1.0,0.0,8.441400000000158,2454.096604,False,l,2.9956999999999425,,1.0,,2.4828999999999724,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.04350000000000001,1.473000000000001,0.25,0.0,2.060000000000001,2.060000000000001,2.074496631619451,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4351256310690488,0.5648743689309511,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",2.9956999999999425
66,67,R015,2023-08-04,924420,1,1,0,0,0.97,0.03,0.45,0.0,0.0,2.0,28.0,8.332600000000184,2473.384904,False,r,,3.524800000000141,1.0,,2.5163000000002285,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.04500000000000001,1.470000000000001,0.25,0.0,2.0600000000000014,2.0600000000000014,2.5047615923313358,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4351256310690489,0.564874368930951,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.524800000000141
67,68,R015,2023-08-04,924420,1,1,0,0,0.97,0.03,0.45,0.0,0.0,5.0,25.0,10.40099999999984,2493.562804,False,r,,5.758499999999913,2.0,0.1410000000000764,4.395999999999731,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.046500000000000014,1.4670000000000012,0.25,0.0,2.0600000000000014,2.0600000000000014,2.118355421964567,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.44208215518959953,0.5579178448104005,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",5.758499999999913
68,69,R015,2023-08-04,924420,1,1,0,0,0.97,0.03,0.44,0.0,0.0,1.0,22.0,6.98909999999978,2513.112704,False,r,,3.152799999999843,1.0,,2.5778999999997723,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.048000000000000015,1.4640000000000013,0.25,0.0,2.0600000000000014,2.0600000000000014,1.0,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4478676172149831,0.5521323827850169,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.152799999999843
69,70,R015,2023-08-04,924420,1,1,0,0,0.97,0.03,0.43,0.0,0.0,2.0,23.0,7.103399999999965,2535.186804,False,r,,3.098899999999958,1.0,,2.4902000000001863,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.049500000000000016,1.4610000000000014,0.25,0.0,2.0600000000000014,2.0600000000000014,1.7014701345136047,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.45275100626516385,0.547248993734836,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.098899999999958
70,71,R015,2023-08-04,924420,1,1,0,0,0.98,0.03,0.43,0.0,0.0,1.0,26.0,9.173899999999776,2555.496404,False,r,,3.043500000000222,1.0,,2.5615999999999985,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.05100000000000002,1.4580000000000015,0.25,0.0,2.0600000000000014,2.0600000000000014,2.6868923901307813,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4569251262285499,0.5430748737714501,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.043500000000222
71,72,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.42,0.0,26.0,3.0,0.0,29.434299999999894,2574.156904,False,l,3.1408000000001266,,3.0,0.011549999999942884,2.516700000000128,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.05250000000000002,1.4550000000000016,0.25,0.0,2.0600000000000014,2.0600000000000014,2.298643411019593,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4605316876672069,0.5394683123327931,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.1408000000001266
72,73,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.42,0.0,0.0,1.0,24.0,8.577400000000125,2594.226104,False,r,,3.082800000000134,1.0,,2.5066000000001623,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.05400000000000002,1.4520000000000017,0.25,0.0,2.060000000000002,2.060000000000002,1.9591690266085608,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4605316876672068,0.5394683123327932,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.082800000000134
73,74,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.41,0.0,24.0,2.0,0.0,9.170599999999922,2634.792104,False,l,3.031500000000051,,1.0,,2.584600000000137,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.05550000000000002,1.4490000000000018,0.25,0.0,2.060000000000002,2.060000000000002,2.034080114756319,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4637749980284537,0.5362250019715463,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.031500000000051
74,75,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.41,0.0,0.0,1.0,24.0,9.766799999999876,2654.865604,False,r,,3.230000000000018,1.0,,2.531800000000203,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.05700000000000002,1.446000000000002,0.25,0.0,2.0600000000000023,2.0600000000000023,2.29122826183772,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.46377499802845357,0.5362250019715464,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.230000000000018
75,76,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.4,0.0,24.0,1.0,0.0,23.003799999999956,2675.722604,False,l,3.262200000000121,,1.0,,2.5509000000001834,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.058500000000000024,1.443000000000002,0.25,0.0,2.0600000000000023,2.0600000000000023,1.597049440859663,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4667008747476973,0.5332991252523028,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.262200000000121
76,77,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.39,0.0,22.0,1.0,0.0,11.846500000000106,2697.636204,False,l,3.340700000000197,,1.0,,2.6064000000001215,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.060000000000000026,1.4400000000000022,0.25,0.0,2.0600000000000023,2.0600000000000023,2.0183201552953745,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4667008747476973,0.5332991252523028,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.340700000000197
77,78,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.39,0.0,0.0,1.0,26.0,42.77739999999994,2733.165004,False,r,,3.3049000000000888,1.0,,2.4960000000000946,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.06150000000000003,1.4370000000000023,0.25,0.0,2.0600000000000023,2.0600000000000023,2.2164705868095025,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4667008747476974,0.5332991252523027,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.3049000000000888
78,79,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.38,0.0,19.0,3.0,0.0,11.847600000000057,2757.155304,False,l,3.1870999999996457,,2.0,0.021200000000135333,2.4636999999997897,9.0,JB_r_classic,l,cpoke,True,3.0,3.0,True,0.25,0.05,0.25,0.001,0.06300000000000003,1.4340000000000024,0.25,0.0,2.0600000000000023,2.0600000000000023,2.250733213909706,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.46943033860842176,0.5305696613915782,3.0,30.0,1.25,1.0,2.0,"3.0, 3.0",3.1870999999996457
79,80,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.38,0.0,0.0,2.0,32.0,28.83550000000014,2811.435304,False,r,,3.677599999999984,1.0,,2.489300000000185,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.06450000000000003,1.4310000000000025,0.25,0.0,2.0600000000000023,2.0600000000000023,2.906558411541022,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.46943033860842176,0.5305696613915782,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.677599999999984
80,81,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.38,0.0,0.0,1.0,20.0,7.146099999999933,2834.975704,False,r,,3.1390000000001237,1.0,,2.5828999999998814,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.06600000000000003,1.4280000000000026,0.25,0.0,2.0600000000000027,2.0600000000000027,1.7040825029814117,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4718935195387101,0.5281064804612898,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",3.1390000000001237
81,82,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.37,0.0,24.0,1.0,0.0,14.208799999999883,2874.474704,False,l,3.405399999999645,,1.0,,2.4804999999996653,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.06750000000000003,1.4250000000000027,0.25,0.0,2.0600000000000027,2.0600000000000027,2.5284758309918383,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.47405527616026033,0.5259447238397397,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",3.405399999999645
82,83,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.37,0.0,0.0,2.0,27.0,9.47629999999981,2893.774904,False,r,,4.470499999999902,1.0,,2.627100000000155,9.0,JB_r_classic,r,cpoke,False,12.0,3.0,True,0.25,0.05,0.25,0.001,0.06900000000000003,1.4220000000000028,0.25,0.0,2.060000000000003,2.060000000000003,2.7028130652675597,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.47405527616026033,0.5259447238397397,3.0,30.0,1.25,1.0,2.0,"12.0, 3.0",4.470499999999902
83,84,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.36,0.0,22.0,3.0,0.0,12.280499999999847,2919.557104,False,l,7.512499999999818,,1.0,,4.252800000000207,9.0,JB_r_classic,l,cpoke,True,12.0,12.0,True,0.25,0.05,0.25,0.001,0.07050000000000003,1.419000000000003,0.25,0.0,2.060000000000003,2.060000000000003,1.7714979794048127,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.4760265465727602,0.5239734534272398,3.0,30.0,1.25,1.0,2.0,"12.0, 12.0",7.512499999999818
84,85,R015,2023-08-04,924420,1,1,0,0,0.98,0.02,0.36,0.0,0.0,3.0,19.0,7.50649999999996,2940.360804,False,r,,3.745300000000043,1.0,,2.528400000000147,9.0,JB_r_classic,r,cpoke,False,3.0,12.0,True,0.25,0.05,0.25,0.001,0.07200000000000004,1.416000000000003,0.25,0.0,2.060000000000003,2.060000000000003,1.4582233840134542,sound,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,35.0,,False,0.0,0.4,35.0,35.0,0.47602654657276033,0.5239734534272397,3.0,30.0,1.25,1.0,2.0,"3.0, 12.0",3.745300000000043
