date,animal_id,stage,days_relative_to_stage_5,fix_experiment,max_fixation_dur,trials,fixation_delta,valid_trials
2024-09-16,R052,7.0,39,V1,1.3887759528851786,249.0,0.10771656234142957,201.0
2024-09-16,R056,7.0,37,V1,1.1072090089567266,237.0,0.18388311154471482,214.0
2024-09-17,R052,7.0,40,V1,1.4149334487497964,319.0,0.026157495864617797,259.0
2024-09-17,R056,7.0,38,V1,1.3256574049961691,333.0,0.21844839603944255,288.0
2024-09-18,R052,7.0,41,V1,1.434365440417969,260.0,0.019431991668172666,196.0
2024-09-18,R056,7.0,39,V1,1.5042125268350623,292.0,0.17855512183889322,250.0
2024-09-19,R052,7.0,42,V1,1.391281097809152,231.0,-0.043084342608816995,192.0
2024-09-20,R052,7.0,43,V1,1.39918361750555,256.0,0.007902519696397992,208.0
2024-09-20,R056,7.0,40,V1,1.6595491496208914,299.0,0.15533662278582905,248.0
2024-09-21,R052,7.0,44,V1,1.308110177391982,230.0,-0.091073440113568,183.0
2024-09-21,R056,7.0,41,V1,1.7139242636232273,273.0,0.054375114002335856,222.0
2024-09-22,R052,7.0,45,V1,1.3643061533625769,149.0,0.05619597597059478,111.0
2024-09-22,R056,7.0,42,V1,1.7211397803293471,199.0,0.007215516706119862,154.0
2024-09-23,R052,7.0,46,V1,1.6355132178220393,161.0,0.2712070644594624,112.0
2024-09-23,R056,7.0,43,V1,1.6874057211955156,296.0,-0.03373405913383154,243.0
2024-09-24,R052,7.0,47,V1,1.682390311821614,340.0,0.046877093999574626,304.0
2024-09-24,R056,7.0,44,V1,1.5395387535421103,305.0,-0.14786696765340523,218.0
2024-09-25,R052,7.0,48,V1,1.564246843023579,315.0,-0.11814346879803495,267.0
2024-09-25,R056,7.0,45,V1,1.534464506455658,272.0,-0.0050742470864524325,202.0
2024-09-26,R052,7.0,49,V1,1.3934269234881071,255.0,-0.17081991953547182,227.0
2024-09-26,R056,7.0,46,V1,1.773816026292417,199.0,0.23935151983675906,149.0
2024-09-27,R052,7.0,50,V1,1.3408767157888906,237.0,-0.05255020769921659,185.0
2024-09-27,R056,7.0,47,V1,1.677517589663106,257.0,-0.09629843662931092,215.0
2024-09-28,R052,7.0,51,V1,1.4706331430262762,249.0,0.12975642723738567,199.0
2024-09-28,R056,7.0,48,V1,1.708740548393407,218.0,0.03122295873030101,183.0
2024-09-29,R052,7.0,52,V1,1.1460029739354405,247.0,-0.32463016909083575,215.0
2024-09-29,R056,7.0,49,V1,1.136972690519225,244.0,-0.571767857874182,196.0
2024-09-30,R052,7.0,53,V1,1.360109927189144,405.0,0.21410695325370344,335.0
2024-09-30,R056,7.0,50,V1,1.1648596247418257,409.0,0.02788693422260069,364.0
2024-10-01,R052,7.0,54,V1,1.5056286534124164,439.0,0.14551872622327244,405.0
2024-10-01,R056,7.0,51,V1,1.347810712308133,408.0,0.1829510875663074,367.0
2024-10-02,R052,7.0,55,V1,1.851762367725765,312.0,0.3461337143133487,279.0
2024-10-02,R056,7.0,52,V1,1.483112164848515,377.0,0.13530145254038195,324.0
2024-10-03,R052,7.0,56,V1,2.418069581817244,301.0,0.5663072140914791,278.0
2024-10-03,R056,7.0,53,V1,1.8553378351418783,328.0,0.3722256702933633,274.0
2024-10-04,R056,7.0,54,V1,2.000134524682518,361.0,0.14479668954063962,295.0
