animal_id,fix_experiment,stage,date,hits
R055,V2,9.0,2024-08-14,0.9927536231884058
R055,V2,9.0,2024-08-15,0.9915966386554622
R055,V2,9.0,2024-08-16,1.0
R055,V2,9.0,2024-08-17,1.0
R055,V2,10.0,2024-08-18,1.0
R055,V2,10.0,2024-08-19,0.9892086330935251
R055,V2,10.0,2024-08-20,1.0
R055,V2,10.0,2024-08-21,0.9968051118210862
R055,V2,10.0,2024-08-23,0.9924242424242424
R056,V1,9.0,2024-10-05,0.9914893617021276
R056,V1,9.0,2024-10-06,0.9951690821256038
R056,V1,9.0,2024-10-07,0.9826086956521739
R056,V1,9.0,2024-10-08,0.9951690821256038
R056,V1,9.0,2024-10-09,1.0
R056,V1,10.0,2024-10-10,0.9922480620155039
R056,V1,10.0,2024-10-11,0.9964028776978417
R056,V1,10.0,2024-10-13,0.9962121212121212
R056,V1,10.0,2024-10-14,0.9918918918918919
R056,V1,10.0,2024-10-15,0.9906542056074766
R057,V2,9.0,2024-08-13,0.990506329113924
R057,V2,9.0,2024-08-14,0.9927272727272727
R057,V2,9.0,2024-08-15,0.9943502824858758
R057,V2,9.0,2024-08-16,0.9970059880239521
R057,V2,9.0,2024-08-17,0.996742671009772
R057,V2,10.0,2024-08-18,0.9975186104218362
R057,V2,10.0,2024-08-19,0.9815789473684211
R057,V2,10.0,2024-08-20,0.9840848806366048
R057,V2,10.0,2024-08-21,0.99375
R057,V2,10.0,2024-08-22,0.9880952380952381
