mass,weighing,date,ratname,tech,timeval
19.11,1129111,2023-06-05,Y514,ER,0 days 13:23:29
24.07,1129202,2023-06-06,Y501,ER,0 days 10:10:40
21.12,1129203,2023-06-06,Y500,ER,0 days 10:11:12
22.60,1129205,2023-06-06,Y512,ER,0 days 10:12:26
20.39,1129206,2023-06-06,Y511,ER,0 days 10:12:55
22.80,1129207,2023-06-06,Y513,ER,0 days 10:13:45
18.90,1129251,2023-06-06,Y514,ER,0 days 11:34:36
20.75,1129395,2023-06-07,Y500,ER,0 days 10:07:42
23.39,1129399,2023-06-07,Y501,ER,0 days 10:08:24
22.85,1129406,2023-06-07,Y512,ER,0 days 10:09:31
20.18,1129410,2023-06-07,Y511,ER,0 days 10:10:10
22.61,1129414,2023-06-07,Y513,ER,0 days 10:10:42
18.60,1129422,2023-06-07,Y514,ER,0 days 11:22:12
20.33,1129581,2023-06-08,Y500,JL,0 days 10:47:55
22.77,1129583,2023-06-08,Y501,JL,0 days 10:48:20
22.47,1129584,2023-06-08,Y513,JL,0 days 10:49:24
20.01,1129585,2023-06-08,Y511,JL,0 days 10:49:40
18.19,1129587,2023-06-08,Y514,JL,0 days 10:50:28
22.96,1129588,2023-06-08,Y512,JL,0 days 10:51:07
22.79,1129693,2023-06-09,Y513,JL,0 days 08:56:49
17.83,1129695,2023-06-09,Y514,JL,0 days 08:57:28
20.23,1129696,2023-06-09,Y511,JL,0 days 08:58:06
23.35,1129698,2023-06-09,Y512,JL,0 days 08:58:51
22.36,1129699,2023-06-09,Y501,JL,0 days 08:59:32
20.01,1129700,2023-06-09,Y500,JL,0 days 08:59:43
22.06,1129874,2023-06-10,Y501,ER,0 days 12:21:57
19.62,1129875,2023-06-10,Y500,ER,0 days 12:22:30
19.95,1129876,2023-06-10,Y511,ER,0 days 12:23:49
23.78,1129877,2023-06-10,Y512,ER,0 days 12:24:22
22.84,1129879,2023-06-10,Y513,ER,0 days 12:25:54
17.60,1129888,2023-06-10,Y514,ER,0 days 14:04:16
19.32,1130034,2023-06-11,Y500,ER,0 days 12:18:30
22.04,1130035,2023-06-11,Y501,ER,0 days 12:18:46
19.92,1130036,2023-06-11,Y511,ER,0 days 12:19:54
24.56,1130038,2023-06-11,Y512,ER,0 days 12:21:51
23.48,1130040,2023-06-11,Y513,ER,0 days 12:22:41
19.49,1130181,2023-06-12,Y511,JL,0 days 09:27:01
22.96,1130183,2023-06-12,Y513,JL,0 days 09:27:53
24.14,1130185,2023-06-12,Y512,JL,0 days 09:29:03
19.00,1130186,2023-06-12,Y500,JL,0 days 09:29:56
23.73,1130250,2023-06-12,Y514,JL,0 days 12:00:02
28.10,1130252,2023-06-12,Y501,JL,0 days 12:01:27
18.82,1130342,2023-06-13,Y500,JL,0 days 08:41:22
23.41,1130344,2023-06-13,Y513,JL,0 days 08:42:17
24.17,1130345,2023-06-13,Y512,JL,0 days 08:43:00
19.56,1130347,2023-06-13,Y511,JL,0 days 08:43:42
24.08,1130362,2023-06-13,Y514,JL,0 days 10:29:57
28.11,1130364,2023-06-13,Y501,JL,0 days 10:30:26
18.59,1130506,2023-06-14,Y500,ER,0 days 08:56:08
23.99,1130507,2023-06-14,Y512,ER,0 days 08:57:44
19.29,1130510,2023-06-14,Y511,ER,0 days 08:59:09
23.51,1130511,2023-06-14,Y513,ER,0 days 08:59:34
18.88,1130663,2023-06-15,Y511,JL,0 days 09:21:06
23.73,1130664,2023-06-15,Y513,JL,0 days 09:21:35
23.01,1130666,2023-06-15,Y512,JL,0 days 09:22:14
23.47,1130669,2023-06-15,Y514,JL,0 days 09:27:11
28.01,1130675,2023-06-15,Y501,JL,0 days 09:31:06
23.55,1130822,2023-06-16,Y514,JL,0 days 09:33:19
22.50,1130824,2023-06-16,Y512,JL,0 days 09:34:51
18.74,1130825,2023-06-16,Y511,JL,0 days 09:35:22
23.95,1130826,2023-06-16,Y513,JL,0 days 09:35:45
27.05,1130842,2023-06-16,Y501,JL,0 days 09:44:05
25.21,1130844,2023-06-16,Y500,JL,0 days 09:44:34
