trial,animal_id,date,sess_id,result,hits,violations,temperror,hit_rate,error_rate,violation_rate,temp_error_rate,n_lpokes,n_cpokes,n_rpokes,trial_dur,valid_early_spoke,first_spoke,first_lpoke,first_rpoke,stage,sides,SMA_set,is_match,sa,sb,stimuli_on,settling_in_dur,legal_cbreak_dur,pre_dur,adj_pre_dur,stimulus_dur,delay_dur,post_dur,sb_extra_dur,viol_off_dur,pre_go_dur,inter_trial_dur,go_type,go_dur,give_type_set,give_type_imp,give_frac,give_delay_dur,give_light_dur,give_use,replay_on,timeouts,water_delivered,give_water_not_drunk,crash_hist,l_water_vol,r_water_vol,ab_l_prob,ab_r_prob,ab_beta,ab_tau,sound_pair,exp_del_tau,exp_del_min,exp_del_max
70,R610,2023-04-23,912995,3,,1,,0.7,0.0,0.12,0.3,1.0,2.0,1.0,7.655500000000075,False,r,,0.554300000000012,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.554071159200907,0.001,0.0,0.558071159200907,0.558071159200907,5.437281272037051,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,8.0,8.0,0.6050454873081796,0.39495451269182025,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
71,R610,2023-04-23,912995,1,1,0,0,0.7,0.0,0.13,0.3,0.0,1.0,3.0,27.36740000000009,False,r,,1.096400000000358,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4478515018367004,0.001,0.0,0.4518515018367004,0.4518515018367004,5.074288262457072,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.6050454873081796,0.39495451269182025,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
72,R610,2023-04-23,912995,1,1,0,0,0.71,0.0,0.13,0.29,1.0,1.0,1.0,12.996900000000096,False,l,0.6815000000001419,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.36764627700956565,0.001,0.0,0.37164627700956565,0.37164627700956565,6.78739651331439,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.6191692970211005,0.38083070297889954,3.0,30.0,"12.0, 12.0",0.3,0.2,0.7
73,R610,2023-04-23,912995,4,0,0,1,0.71,0.0,0.13,0.29,1.0,1.0,1.0,14.031300000000101,False,r,1.2939000000001215,0.49080000000003565,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.25054792920429086,0.001,0.0,0.25454792920429087,0.25454792920429087,6.25039220055055,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,0.1,8.0,True,False,8.0,8.0,0.6059637831168619,0.39403621688313806,3.0,30.0,"12.0, 12.0",0.3,0.2,0.7
74,R610,2023-04-23,912995,1,1,0,0,0.7,0.0,0.12,0.3,0.0,1.0,6.0,11.903800000000047,False,r,,1.3125,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.3662234631191025,0.001,0.0,0.3702234631191025,0.3702234631191025,5.877846922894889,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.6329075264332891,0.367092473566711,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
75,R610,2023-04-23,912995,4,0,0,1,0.71,0.0,0.12,0.29,2.0,2.0,3.0,24.598700000000008,False,r,2.6205999999997402,1.0769000000000233,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4173401048038773,0.001,0.0,0.4213401048038773,0.4213401048038773,4.171461814229371,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,0.1,8.0,True,False,8.0,8.0,0.6450288883652489,0.35497111163475115,3.0,30.0,"12.0, 12.0",0.3,0.2,0.7
76,R610,2023-04-23,912995,1,1,0,0,0.7,0.0,0.12,0.3,1.0,1.0,1.0,11.909799999999905,False,l,0.8411000000000968,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.36811277204529086,0.001,0.0,0.37211277204529086,0.37211277204529086,5.2139183955230965,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.6695814412540496,0.3304185587459504,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
77,R610,2023-04-23,912995,3,,1,,0.7,0.0,0.12,0.3,1.0,1.0,2.0,57.41170000000011,False,l,0.25489999999990687,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.418540501114955,0.001,0.0,0.422540501114955,0.422540501114955,5.8135735405882025,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,False,True,0.1,0.0,True,False,8.0,8.0,0.655548867046063,0.344451132953937,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
78,R610,2023-04-23,912995,4,0,0,1,0.7,0.0,0.13,0.3,1.0,1.0,2.0,15.867200000000139,False,r,1.3254000000001724,0.5401999999999134,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.31462780771071786,0.001,0.0,0.31862780771071786,0.31862780771071786,7.46771515421962,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,0.1,8.0,True,False,8.0,8.0,0.655548867046063,0.344451132953937,3.0,30.0,"12.0, 12.0",0.3,0.2,0.7
79,R610,2023-04-23,912995,1,1,0,0,0.69,0.0,0.13,0.31,2.0,2.0,0.0,13.97380000000021,False,l,0.44570000000021537,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.20106739482774116,0.001,0.0,0.20506739482774117,0.20506739482774117,6.4477979324705155,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.6781712026179499,0.32182879738205006,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
80,R610,2023-04-23,912995,1,1,0,0,0.7,0.0,0.13,0.3,1.0,1.0,0.0,12.704699999999775,False,l,0.969499999999698,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.42839946216573704,0.001,0.0,0.43239946216573705,0.43239946216573705,6.713206793449425,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.6644379830942152,0.3355620169057848,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
81,R610,2023-04-23,912995,4,0,0,1,0.7,0.0,0.13,0.3,1.0,1.0,2.0,17.938700000000154,False,r,1.2120999999997366,0.4604999999996835,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.2152072898401692,0.001,0.0,0.2192072898401692,0.2192072898401692,7.500918850664963,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,0.1,8.0,True,False,8.0,8.0,0.6514156265662386,0.34858437343376136,3.0,30.0,"12.0, 12.0",0.3,0.2,0.7
82,R610,2023-04-23,912995,4,0,0,1,0.69,0.0,0.12,0.31,1.0,1.0,2.0,17.672100000000228,False,l,0.9477000000001681,1.6165000000000873,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4006546084735477,0.001,0.0,0.40465460847354773,0.40465460847354773,7.549707783177195,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,0.1,8.0,True,False,8.0,8.0,0.673116780574042,0.326883219425958,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
83,R610,2023-04-23,912995,4,0,0,1,0.68,0.0,0.12,0.32,1.0,1.0,1.0,14.659700000000157,False,r,1.7445000000002437,1.0148000000003776,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.5710853237258444,0.001,0.0,0.5750853237258444,0.5750853237258444,6.205395406186125,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,0.1,8.0,True,False,8.0,8.0,0.6040410244063366,0.39595897559366344,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
84,R610,2023-04-23,912995,1,1,0,0,0.67,0.0,0.12,0.33,1.0,2.0,0.0,26.935899999999947,False,l,0.8375999999998385,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.3365789580604216,0.001,0.0,0.3405789580604216,0.3405789580604216,6.2133300735353485,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.6261702215963119,0.3738297784036882,3.0,30.0,"12.0, 12.0",0.3,0.2,0.7
85,R610,2023-04-23,912995,1,1,0,0,0.68,0.0,0.12,0.32,1.0,1.0,0.0,12.053100000000086,False,l,0.7282000000000153,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.2696492591255122,0.001,0.0,0.2736492591255122,0.2736492591255122,3.4698595136628927,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.6112500239175115,0.38874997608248846,3.0,30.0,"12.0, 12.0",0.3,0.2,0.7
86,R610,2023-04-23,912995,1,1,0,0,0.68,0.0,0.12,0.32,1.0,2.0,0.0,15.129199999999855,False,l,1.0528999999996813,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.3779938019500495,0.001,0.0,0.3819938019500495,0.3819938019500495,6.201480442745243,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5971279677728595,0.4028720322271406,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
87,R610,2023-04-23,912995,4,0,0,1,0.68,0.0,0.12,0.32,1.0,2.0,1.0,20.00610000000006,False,l,0.6053000000001703,1.3014000000002852,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.23380357928071552,0.001,0.0,0.23780357928071552,0.23780357928071552,6.809738907635245,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,0.1,8.0,True,False,8.0,8.0,0.5837716511954455,0.4162283488045545,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
88,R610,2023-04-23,912995,1,1,0,0,0.68,0.0,0.11,0.32,0.0,1.0,1.0,11.276699999999892,False,r,,1.0248999999998887,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.2810949646181309,0.001,0.0,0.2850949646181309,0.2850949646181309,5.406608924701558,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5159004804864217,0.4840995195135783,3.0,30.0,"3.0, 12.0",0.3,0.2,0.7
89,R610,2023-04-23,912995,4,0,0,1,0.68,0.0,0.11,0.32,1.0,1.0,2.0,13.777000000000044,False,r,1.6338000000000648,0.8441000000002532,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.6809176752255732,0.001,0.0,0.6849176752255732,0.6849176752255732,5.351956392976534,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,0.1,8.0,True,False,8.0,8.0,0.5443392065674794,0.45566079343252075,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
90,R610,2023-04-23,912995,1,1,0,0,0.67,0.0,0.11,0.33,2.0,3.0,0.0,10.430499999999938,False,l,0.8582000000001244,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.43196195115367436,0.001,0.0,0.43596195115367437,0.43596195115367437,6.051904481887046,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5683766769735551,0.43162332302644496,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
91,R610,2023-04-23,912995,1,1,0,0,0.68,0.0,0.11,0.33,0.0,1.0,1.0,21.758600000000115,False,r,,0.9698000000003049,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.3221491521266409,0.001,0.0,0.3261491521266409,0.3261491521266409,5.34388884814202,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5538431711179244,0.44615682888207564,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
92,R610,2023-04-23,912995,4,0,0,1,0.68,0.0,0.11,0.32,1.0,1.0,2.0,18.238800000000083,False,l,0.9361000000003514,3.2663000000002285,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.31474990645966433,0.001,0.0,0.31874990645966433,0.31874990645966433,5.2904022505692145,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,0.1,8.0,True,False,8.0,8.0,0.5783407527726983,0.42165924722730175,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
93,R610,2023-04-23,912995,1,1,0,0,0.67,0.0,0.11,0.33,1.0,1.0,0.0,17.416799999999967,False,l,0.9646000000002459,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.40807925256698474,0.001,0.0,0.41207925256698474,0.41207925256698474,5.870092599456267,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5229623673893671,0.47703763261063287,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
94,R610,2023-04-23,912995,1,1,0,0,0.67,0.0,0.11,0.33,0.0,1.0,2.0,10.992499999999836,False,r,,0.8472999999999047,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.24346090924622527,0.001,0.0,0.24746090924622527,0.24746090924622527,7.1108245142168105,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5082958023287061,0.491704197671294,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
95,R610,2023-04-23,912995,1,1,0,0,0.68,0.0,0.11,0.32,0.0,1.0,1.0,30.778499999999894,False,r,,1.0398999999997613,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.3122509150229557,0.001,0.0,0.3162509150229557,0.3162509150229557,5.60610255424923,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5336147549587866,0.4663852450412135,3.0,30.0,"3.0, 12.0",0.3,0.2,0.7
96,R610,2023-04-23,912995,1,1,0,0,0.68,0.0,0.11,0.32,0.0,1.0,1.0,13.003200000000106,False,r,,1.2489000000000487,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.5033535633334943,0.001,0.0,0.5073535633334944,0.5073535633334944,5.657750911879072,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5549054672585496,0.44509453274145033,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
97,R610,2023-04-23,912995,1,1,0,0,0.69,0.0,0.1,0.31,0.0,2.0,1.0,14.164299999999912,False,r,,0.7438000000001921,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.37989565629433425,0.001,0.0,0.38389565629433425,0.38389565629433425,7.169327947975988,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5729865637430301,0.42701343625696986,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
98,R610,2023-04-23,912995,1,1,0,0,0.69,0.0,0.1,0.31,1.0,2.0,1.0,13.372899999999845,False,r,,0.8548000000000684,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.23253233987424715,0.001,0.0,0.23653233987424716,0.23653233987424716,6.562618124215257,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5884855207677165,0.41151447923228335,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
99,R610,2023-04-23,912995,4,0,0,1,0.69,0.0,0.1,0.31,1.0,1.0,1.0,15.153699999999844,False,r,1.9232999999999265,0.8514999999997599,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4317086781279509,0.001,0.0,0.4357086781279509,0.4357086781279509,9.358759870062286,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,0.1,8.0,True,False,8.0,8.0,0.6018860497928058,0.39811395020719414,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
100,R610,2023-04-23,912995,1,1,0,0,0.69,0.0,0.1,0.31,1.0,1.0,0.0,16.66240000000016,False,l,1.1201000000000931,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4218978977351002,0.001,0.0,0.42589789773510023,0.42589789773510023,6.097837458376835,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.6293893356820901,0.3706106643179098,3.0,30.0,"12.0, 12.0",0.3,0.2,0.7
101,R610,2023-04-23,912995,1,1,0,0,0.69,0.0,0.1,0.31,1.0,1.0,0.0,11.217399999999998,False,l,0.6684000000000196,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.2184665322191181,0.001,0.0,0.2224665322191181,0.2224665322191181,7.5233147547228345,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.6131568214861536,0.38684317851384636,3.0,30.0,"12.0, 12.0",0.3,0.2,0.7
102,R610,2023-04-23,912995,1,1,0,0,0.69,0.0,0.1,0.31,1.0,2.0,0.0,8.845600000000104,False,l,1.145100000000184,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.47273820333225464,0.001,0.0,0.47673820333225464,0.47673820333225464,4.978703250370597,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5980302649740714,0.4019697350259286,3.0,30.0,"12.0, 12.0",0.3,0.2,0.7
103,R610,2023-04-23,912995,1,1,0,0,0.7,0.0,0.1,0.3,1.0,2.0,1.0,17.60050000000001,False,l,1.1520000000000437,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4453701137399937,0.001,0.0,0.4493701137399937,0.4493701137399937,6.099765391608782,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5839353841767487,0.4160646158232512,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
104,R610,2023-04-23,912995,1,1,0,0,0.7,0.0,0.1,0.3,0.0,1.0,1.0,20.22609999999986,False,r,,0.8845000000001164,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4634064465303152,0.001,0.0,0.4674064465303152,0.4674064465303152,6.1146999090196354,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5707988518217936,0.4292011481782065,3.0,30.0,"3.0, 12.0",0.3,0.2,0.7
105,R610,2023-04-23,912995,1,1,0,0,0.7,0.0,0.1,0.3,0.0,1.0,1.0,11.928800000000138,False,r,,0.8338999999996304,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4767014592278079,0.001,0.0,0.4807014592278079,0.4807014592278079,4.719499038305676,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5847261115848487,0.41527388841515134,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
106,R610,2023-04-23,912995,1,1,0,0,0.71,0.0,0.1,0.29,1.0,2.0,0.0,9.08660000000009,False,l,0.810099999999693,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.21617838676819562,0.001,0.0,0.22017838676819562,0.22017838676819562,6.025840318541718,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5966619051087939,0.4033380948912061,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
107,R610,2023-04-23,912995,1,1,0,0,0.71,0.0,0.09,0.29,1.0,1.0,2.0,11.835199999999986,False,l,0.7869000000000597,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.25068188946417896,0.001,0.0,0.25468188946417897,0.25468188946417897,4.793162833734951,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5838268207608658,0.4161731792391341,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
108,R610,2023-04-23,912995,4,0,0,1,0.71,0.0,0.09,0.29,2.0,2.0,4.0,12.206900000000132,False,l,0.6628999999998086,1.4441999999999098,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.3228097021928116,0.001,0.0,0.3268097021928116,0.3268097021928116,6.576557864104199,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,0.1,8.0,True,False,8.0,8.0,0.5719008107214651,0.42809918927853485,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
109,R610,2023-04-23,912995,1,1,0,0,0.7,0.0,0.09,0.3,3.0,3.0,2.0,16.88670000000002,False,l,0.7708000000002357,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.4258249879308469,0.001,0.0,0.4298249879308469,0.4298249879308469,6.899834603998152,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.520702603512203,0.47929739648779707,3.0,30.0,"12.0, 12.0",0.3,0.2,0.7
110,R610,2023-04-23,912995,1,1,0,0,0.71,0.0,0.09,0.29,0.0,2.0,1.0,10.327600000000075,False,r,,0.86850000000004,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.34480492042931266,0.001,0.0,0.34880492042931266,0.34880492042931266,5.719059023569516,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5090613837718149,0.49093861622818513,3.0,30.0,"3.0, 12.0",0.3,0.2,0.7
111,R610,2023-04-23,912995,1,1,0,0,0.71,0.0,0.09,0.29,1.0,1.0,1.0,107.7474000000002,False,l,0.7941000000000713,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.2528432066607503,0.001,0.0,0.2568432066607503,0.2568432066607503,5.113385141216525,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5245420643870813,0.47545793561291866,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
112,R610,2023-04-23,912995,1,1,0,0,0.71,0.0,0.09,0.29,0.0,1.0,3.0,31.73909999999978,False,r,,0.6080999999999221,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.23078732064963395,0.001,0.0,0.23478732064963395,0.23478732064963395,6.963923533566103,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5134624826476045,0.48653751735239553,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
113,R610,2023-04-23,912995,1,1,0,0,0.72,0.0,0.09,0.28,1.0,1.0,0.0,83.29739999999993,False,l,1.0911999999998443,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.39494619283330545,0.001,0.0,0.39894619283330546,0.39894619283330546,5.67296419947377,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5274056184092251,0.4725943815907749,3.0,30.0,"12.0, 12.0",0.3,0.2,0.7
114,R610,2023-04-23,912995,1,1,0,0,0.72,0.0,0.09,0.28,0.0,1.0,1.0,22.805499999999938,False,r,,0.6846000000000458,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.21612089529825546,0.001,0.0,0.22012089529825546,0.22012089529825546,4.2495399917042285,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5168706968549667,0.48312930314503333,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
115,R610,2023-04-23,912995,4,0,0,1,0.72,0.0,0.09,0.28,1.0,1.0,1.0,14.177299999999832,False,l,0.6377999999999702,1.3714999999997417,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.29598400193416485,0.001,0.0,0.29998400193416486,0.29998400193416486,6.5832636662293345,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,0.1,8.0,True,False,8.0,8.0,0.5294679509862648,0.47053204901373524,3.0,30.0,"3.0, 12.0",0.3,0.2,0.7
116,R610,2023-04-23,912995,1,1,0,0,0.71,0.0,0.09,0.29,1.0,1.0,1.0,20.164299999999912,False,l,0.8570000000004256,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.35834541004017495,0.001,0.0,0.36234541004017495,0.36234541004017495,6.419940821377385,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.48346045412249367,0.5165395458775063,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
117,R610,2023-04-23,912995,1,1,0,0,0.72,0.0,0.09,0.28,0.0,1.0,1.0,10.465599999999995,False,r,,0.893500000000131,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.36459983783742433,0.001,0.0,0.36859983783742434,0.36859983783742434,6.051551820226125,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.47312770751450434,0.5268722924854956,3.0,30.0,"3.0, 12.0",0.3,0.2,0.7
118,R610,2023-04-23,912995,1,1,0,0,0.72,0.0,0.09,0.28,1.0,2.0,0.0,25.611499999999978,False,l,0.7869999999998072,,4.0,l,cpoke,True,3.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.4328578710948084,0.001,0.0,0.4368578710948084,0.4368578710948084,7.6145706318087365,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.48754045733246265,0.5124595426675375,3.0,30.0,"3.0, 3.0",0.3,0.2,0.7
119,R610,2023-04-23,912995,1,1,0,0,0.72,0.0,0.08,0.28,0.0,1.0,1.0,13.921499999999924,False,r,,0.7345000000000255,4.0,r,cpoke,False,12.0,3.0,False,0.001,0.05,0.001,0.001,0.001,0.2447646283047818,0.001,0.0,0.2487646283047818,0.2487646283047818,7.268093912975337,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.4777591716041222,0.5222408283958778,3.0,30.0,"12.0, 3.0",0.3,0.2,0.7
120,R610,2023-04-23,912995,1,1,0,0,0.72,0.0,0.08,0.28,1.0,1.0,1.0,10.856600000000071,False,r,,0.8650000000002365,4.0,r,cpoke,False,3.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.511181795890348,0.001,0.0,0.515181795890348,0.515181795890348,4.824450536175199,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.490951497087244,0.5090485029127559,3.0,30.0,"3.0, 12.0",0.3,0.2,0.7
121,R610,2023-04-23,912995,1,1,0,0,0.73,0.0,0.08,0.27,1.0,1.0,0.0,23.960700000000088,False,l,0.7283999999999651,,4.0,l,cpoke,True,12.0,12.0,False,0.001,0.05,0.001,0.001,0.001,0.24415785676796675,0.001,0.0,0.24815785676796676,0.24815785676796676,8.128849158889375,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,True,,8.0,True,False,8.0,8.0,0.5026830900079375,0.49731690999206235,3.0,30.0,"12.0, 12.0",0.3,0.2,0.7
