trial,animal_id,date,sess_id,result,hits,violations,temperror,hit_rate,error_rate,violation_rate,temp_error_rate,n_lpokes,n_cpokes,n_rpokes,trial_dur,valid_early_spoke,first_spoke,first_lpoke,first_rpoke,stage,sides,SMA_set,is_match,sa,sb,stimuli_on,settling_in_dur,legal_cbreak_dur,pre_dur,adj_pre_dur,stimulus_dur,delay_dur,post_dur,sb_extra_dur,viol_off_dur,pre_go_dur,inter_trial_dur,go_type,go_dur,give_type_set,give_type_imp,give_frac,give_delay_dur,give_light_dur,give_use,replay_on,timeouts,water_delivered,give_water_not_drunk,crash_hist,l_water_vol,r_water_vol,ab_l_prob,ab_r_prob,ab_beta,ab_tau,sound_pair,exp_del_tau,exp_del_min,exp_del_max
35,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,48.51710000000003,False,l,1.6284999999998035,,1.0,l,spoke,True,3.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,44.77446805790356,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,1.0,0.0,0.0,30.0,"3.0, 3.0",0.5,0.1,1.2
36,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,42.95510000000013,False,l,1.517099999999573,,1.0,l,spoke,True,3.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,39.323872959561555,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,1.0,0.0,0.0,30.0,"3.0, 3.0",0.5,0.1,1.2
37,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,40.940799999999854,False,l,1.9420000000000073,,1.0,l,spoke,True,12.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,36.88466432905982,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,1.0,0.0,0.0,30.0,"12.0, 12.0",0.5,0.1,1.2
38,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,44.30229999999983,False,l,0.9632999999998901,,1.0,l,spoke,True,12.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,41.22490519424076,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,1.0,0.0,0.0,30.0,"12.0, 12.0",0.5,0.1,1.2
39,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,47.790500000000065,False,l,3.76509999999962,,1.0,l,spoke,True,12.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,41.91129971440493,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,1.0,0.0,0.0,30.0,"12.0, 12.0",0.5,0.1,1.2
40,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,46.42360000000008,False,l,3.819999999999709,,1.0,l,spoke,True,3.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,40.48948320586862,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,1.0,0.0,0.0,30.0,"3.0, 3.0",0.5,0.1,1.2
41,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,38.51080000000002,False,r,,1.43979999999965,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,34.95606384634292,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
42,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,45.97440000000006,False,r,,2.2282000000000153,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,41.63130014513967,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
43,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,42.73050000000012,False,r,,2.741899999999987,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.87374287164771,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
44,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,44.94439999999986,False,r,,5.667500000000018,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.16197527244668,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
45,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,53.529399999999896,False,r,,2.6810999999997875,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,48.733397363672395,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
46,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,43.854499999999916,False,r,,1.983600000000024,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,39.755983372623824,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
47,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.41390000000001,False,r,,2.5393999999996595,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,38.75955665645557,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
48,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,40.766999999999825,False,r,,1.5375999999996566,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.11450718122378,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
49,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,51.522599999999784,False,r,,5.388899999999467,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,44.01877327905651,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
50,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,39.06630000000041,False,r,,3.7527000000000044,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,33.19867473211576,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
51,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,52.44670000000042,False,r,,4.1687999999994645,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,46.16301077208408,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
52,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,41.69430000000011,False,r,,2.569399999999405,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.00997613064262,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
53,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,35.66280000000006,False,r,,1.11659999999938,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,32.431286992783185,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
54,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,44.60940000000028,False,r,,3.053100000000086,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,39.441367711545794,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
55,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,48.108000000000175,False,r,,1.9967999999998938,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,43.99634496295337,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
56,R613,2023-04-18,912480,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,2.0,45.490099999999984,False,r,,,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.43875133802629,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,5.1,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
57,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,54.5623999999998,False,r,,7.093799999999646,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,45.35371232563846,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
58,R613,2023-04-18,912480,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,52.77229999999963,False,r,,,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,44.72095320509351,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,5.1,True,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
59,R613,2023-04-18,912480,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,50.044299999999566,False,r,,,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,42.041989635074025,none,0.2,water_and_light,light,1.0,0.001,0.0,True,False,,0.0,True,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
60,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,44.07250000000022,False,r,,1.825699999999415,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,40.082919063938085,none,0.2,water_and_light,light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
61,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,43.26590000000033,False,r,,6.607199999999466,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,34.5438154794049,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
62,R613,2023-04-18,912480,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,34.93299999999999,False,r,,1.7749999999996362,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,31.043050845746713,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
63,R613,2023-04-18,912480,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.17990000000009,False,r,,,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,45.128623182235955,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,5.1,True,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
64,R613,2023-04-18,912480,6,,,,1.0,0.0,0.0,0.0,,,,,False,r,,,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,42.517656826635566,none,0.2,water_and_light,light,1.0,0.001,0.0,True,False,,0.0,True,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
1,R613,2023-04-19,912600,6,,,,0.0,0.0,0.0,0.0,4.0,0.0,7.0,46.86749999999995,False,r,,,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,38.8652036759126,none,0.2,water_and_light,light,1.0,0.001,0.0,True,False,,0.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
2,R613,2023-04-19,912600,1,1,0,0,,,,,1.0,0.0,3.0,42.34529999999995,False,r,,2.3829000000000633,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.84745390291561,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
3,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0462,False,r,,1.4075000000000273,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,40.52382985688924,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
4,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,1.0,1.0,3.0,42.93119999999999,False,r,,1.054399999999987,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,39.76189016503663,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
5,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,86.0,48.92259999999999,False,r,,5.295700000000011,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,41.51204855014872,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
6,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,50.22919999999999,False,r,,5.219100000000026,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,42.89516041180188,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
7,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,40.50789999999995,False,r,,1.2223999999999933,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.17061362238464,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
8,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,38.51379999999995,False,r,,1.554399999999987,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,34.844482271996256,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
9,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,46.1246000000001,False,r,,1.3570999999999458,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,42.65257699569935,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
10,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,51.78760000000011,False,r,,7.869899999999916,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,41.802809289236436,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
11,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,36.52909999999997,False,r,,0.7951000000000477,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,33.61907416475582,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
12,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,46.31739999999991,False,r,,5.532500000000027,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,38.670012887693154,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
13,R613,2023-04-19,912600,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,1.0,50.5607,False,r,,,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,42.509375481286256,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,5.1,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
14,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,41.60380000000009,False,r,,1.3020000000001346,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,38.18692739629238,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
15,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,5.0,38.55580000000009,False,r,,1.7382000000000062,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,34.70268614617868,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
16,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,73.0,42.00890000000004,False,r,,2.2312999999999192,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,37.662732343961174,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
17,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,46.44620000000009,False,r,,2.959600000000137,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,41.371669437629336,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
18,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,1.0,0.0,11.0,41.42879999999991,False,r,,3.8739000000000487,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,35.439951078120664,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
19,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,46.2201,False,r,,3.3214000000000397,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,40.78383274202839,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
20,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,46.94959999999992,False,r,,1.5189000000000306,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,43.31578752934692,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
21,R613,2023-04-19,912600,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,49.49549999999999,False,r,,,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,41.44421166583296,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,5.1,True,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
22,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,36.144000000000005,False,r,,1.2882999999999356,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,32.69175401118288,none,0.2,water_and_light,light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
23,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,36.79639999999995,False,r,,0.051400000000057844,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,34.630078155865974,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
24,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,5.0,1.0,4.0,50.90219999999999,False,r,,5.587099999999964,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,43.20016300103805,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
25,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,46.07680000000005,False,r,,0.42399999999997817,2.0,r,spoke,False,12.0,3.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,43.5378567257013,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"12.0, 3.0",0.5,0.1,1.2
26,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,54.11310000000003,False,r,,1.8149000000000797,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,50.18325778686506,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
27,R613,2023-04-19,912600,1,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,41.616599999999835,False,r,,1.0871999999999389,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,38.41445725453498,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,17.0,False,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
28,R613,2023-04-19,912600,6,,,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,51.946100000000115,False,r,,,2.0,r,spoke,False,3.0,12.0,True,0.01,0.05,0.1,0.09000000000000001,0.1,0.1,0.1,0.0,0.1,0.5,43.89481459784412,none,0.2,water_and_light,water_and_light,1.0,0.001,0.0,True,False,,5.1,True,False,17.0,17.0,0.0,1.0,0.0,30.0,"3.0, 12.0",0.5,0.1,1.2
