mass,weighing,date,ratname,tech,timeval
21.60,1095627,2022-10-10,R500,ER,0 days 09:04:20
19.50,1095629,2022-10-10,R600,ER,0 days 09:06:23
19.99,1095820,2022-10-11,R503,JL,0 days 09:15:17
22.51,1095821,2022-10-11,R501,JL,0 days 09:15:49
21.89,1095822,2022-10-11,R502,JL,0 days 09:16:25
21.29,1095823,2022-10-11,R500,JL,0 days 09:16:59
19.23,1095826,2022-10-11,R600,JL,0 days 10:23:42
19.91,1096004,2022-10-12,R503,JL,0 days 09:04:51
22.29,1096005,2022-10-12,R501,JL,0 days 09:06:41
21.48,1096006,2022-10-12,R500,JL,0 days 09:07:34
21.81,1096007,2022-10-12,R502,JL,0 days 09:08:19
19.10,1096010,2022-10-12,R600,JL,0 days 10:16:07
19.92,1096182,2022-10-13,R503,JL,0 days 08:41:43
21.60,1096183,2022-10-13,R502,JL,0 days 08:42:19
22.03,1096184,2022-10-13,R501,JL,0 days 08:42:53
21.19,1096185,2022-10-13,R500,JL,0 days 08:43:36
18.99,1096186,2022-10-13,R600,JL,0 days 09:50:20
22.14,1096360,2022-10-14,R501,JL,0 days 09:50:29
21.55,1096361,2022-10-14,R502,JL,0 days 09:51:45
19.82,1096362,2022-10-14,R503,JL,0 days 09:52:17
20.91,1096363,2022-10-14,R500,JL,0 days 09:52:53
18.58,1096374,2022-10-14,R600,JL,0 days 11:00:55
,1096642,2022-10-15,R501,FW,0 days 23:52:03
,1096643,2022-10-15,R502,FW,0 days 23:52:03
21.31,1096697,2022-10-16,R503,ER,0 days 07:34:40
23.49,1096699,2022-10-16,R501,ER,0 days 07:35:35
21.86,1096700,2022-10-16,R502,ER,0 days 07:36:46
22.51,1096702,2022-10-16,R500,ER,0 days 08:46:55
18.99,1096705,2022-10-16,R600,ER,0 days 08:48:40
20.79,1096880,2022-10-17,R503,ER,0 days 07:42:00
23.60,1096881,2022-10-17,R501,ER,0 days 07:43:22
21.60,1096882,2022-10-17,R502,ER,0 days 07:44:08
22.51,1096883,2022-10-17,R500,ER,0 days 08:50:13
18.80,1096884,2022-10-17,R600,ER,0 days 08:52:29
20.51,1097075,2022-10-18,R503,JL,0 days 08:55:41
23.38,1097076,2022-10-18,R501,JL,0 days 08:56:34
21.61,1097077,2022-10-18,R502,JL,0 days 08:57:12
22.37,1097078,2022-10-18,R500,JL,0 days 08:58:09
18.79,1097079,2022-10-18,R600,JL,0 days 09:59:15
20.05,1097263,2022-10-19,R503,JL,0 days 08:40:57
21.39,1097264,2022-10-19,R502,JL,0 days 08:42:08
23.03,1097265,2022-10-19,R501,JL,0 days 08:42:58
22.52,1097266,2022-10-19,R500,JL,0 days 08:43:32
18.81,1097269,2022-10-19,R600,JL,0 days 09:56:45
22.68,1097445,2022-10-20,R500,JL,0 days 08:30:59
23.17,1097446,2022-10-20,R501,JL,0 days 08:31:33
20.08,1097447,2022-10-20,R503,JL,0 days 08:32:14
21.40,1097448,2022-10-20,R502,JL,0 days 08:32:59
18.78,1097449,2022-10-20,R600,JL,0 days 09:38:40
23.00,1097624,2022-10-21,R501,JL,0 days 08:37:51
19.71,1097625,2022-10-21,R503,JL,0 days 08:38:23
21.21,1097626,2022-10-21,R502,JL,0 days 08:39:05
22.60,1097627,2022-10-21,R500,JL,0 days 08:39:48
18.51,1097629,2022-10-21,R600,JL,0 days 09:45:00
19.54,1097788,2022-10-22,R503,ER,0 days 07:35:47
22.89,1097789,2022-10-22,R501,ER,0 days 07:37:16
20.93,1097790,2022-10-22,R502,ER,0 days 07:38:00
22.17,1097809,2022-10-22,R500,ER,0 days 08:51:54
18.24,1097811,2022-10-22,R600,ER,0 days 08:54:38
22.81,1097971,2022-10-23,R501,ER,0 days 07:21:33
19.50,1097972,2022-10-23,R503,ER,0 days 07:22:52
20.92,1097973,2022-10-23,R502,ER,0 days 07:24:36
22.27,1097974,2022-10-23,R500,ER,0 days 08:37:42
18.11,1097975,2022-10-23,R600,ER,0 days 08:38:45
21.99,1098170,2022-10-24,R500,JY,0 days 12:06:56
22.79,1098171,2022-10-24,R501,JY,0 days 12:07:45
19.21,1098172,2022-10-24,R503,JY,0 days 12:08:45
20.79,1098173,2022-10-24,R502,JY,0 days 12:09:43
18.05,1098175,2022-10-24,R600,JY,0 days 12:15:17
20.99,1098338,2022-10-25,R502,JL,0 days 08:25:35
19.23,1098339,2022-10-25,R503,JL,0 days 08:26:11
23.13,1098341,2022-10-25,R501,JL,0 days 08:27:19
22.50,1098343,2022-10-25,R500,JL,0 days 08:28:15
18.31,1098345,2022-10-25,R600,JL,0 days 09:40:01
23.11,1098519,2022-10-26,R501,JL,0 days 08:36:58
19.22,1098520,2022-10-26,R503,JL,0 days 08:37:34
20.67,1098521,2022-10-26,R502,JL,0 days 08:38:14
22.34,1098522,2022-10-26,R500,JL,0 days 08:38:54
18.14,1098524,2022-10-26,R600,JL,0 days 09:48:05
20.40,1098690,2022-10-27,R502,JL,0 days 08:35:45
22.26,1098691,2022-10-27,R500,JL,0 days 08:36:51
19.02,1098692,2022-10-27,R503,JL,0 days 08:37:25
22.98,1098693,2022-10-27,R501,JL,0 days 08:38:04
18.00,1098694,2022-10-27,R600,JL,0 days 09:43:40
18.87,1098865,2022-10-28,R503,JL,0 days 08:19:09
22.51,1098866,2022-10-28,R500,JL,0 days 08:19:47
22.90,1098867,2022-10-28,R501,JL,0 days 08:20:18
20.43,1098868,2022-10-28,R502,JL,0 days 08:21:36
18.30,1098869,2022-10-28,R600,JL,0 days 09:31:11
18.68,1099008,2022-10-29,R503,ER,0 days 08:45:54
22.50,1099009,2022-10-29,R501,ER,0 days 08:46:39
20.30,1099010,2022-10-29,R502,ER,0 days 08:48:15
22.37,1099011,2022-10-29,R500,ER,0 days 09:55:39
18.04,1099013,2022-10-29,R600,ER,0 days 09:58:46
22.56,1099066,2022-10-30,R501,ER,0 days 08:38:43
20.18,1099067,2022-10-30,R502,ER,0 days 08:40:22
18.57,1099068,2022-10-30,R503,ER,0 days 08:41:23
22.34,1099069,2022-10-30,R500,ER,0 days 09:52:32
17.93,1099070,2022-10-30,R600,ER,0 days 09:56:31
18.46,1099197,2022-10-31,R503,JY,0 days 10:21:51
22.53,1099198,2022-10-31,R501,JY,0 days 10:23:01
20.72,1099199,2022-10-31,R502,JY,0 days 10:24:08
22.58,1099200,2022-10-31,R500,JY,0 days 10:24:57
17.87,1099206,2022-10-31,R600,JY,0 days 11:36:26
18.46,1099377,2022-11-01,R503,JB,0 days 10:20:04
22.44,1099379,2022-11-01,R501,JB,0 days 10:22:32
20.81,1099380,2022-11-01,R502,JB,0 days 10:24:33
23.00,1099381,2022-11-01,R500,JB,0 days 10:26:52
17.79,1099382,2022-11-01,R600,JB,0 days 10:28:12
22.99,1099528,2022-11-02,R501,ER,0 days 08:53:57
18.60,1099531,2022-11-02,R503,ER,0 days 08:54:57
21.11,1099533,2022-11-02,R502,ER,0 days 08:56:21
23.51,1099547,2022-11-02,R500,ER,0 days 10:04:16
18.56,1099551,2022-11-02,R600,ER,0 days 10:06:10
18.40,1099670,2022-11-03,R503,ER,0 days 09:30:17
23.00,1099671,2022-11-03,R501,ER,0 days 09:32:03
21.30,1099672,2022-11-03,R502,ER,0 days 09:32:53
23.39,1099673,2022-11-03,R500,ER,0 days 10:53:55
18.54,1099675,2022-11-03,R600,ER,0 days 10:56:05
18.61,1099804,2022-11-04,R503,ER,0 days 08:36:50
22.29,1099806,2022-11-04,R502,ER,0 days 08:39:27
23.18,1099807,2022-11-04,R501,ER,0 days 08:41:06
23.31,1099808,2022-11-04,R500,ER,0 days 09:47:23
18.79,1099811,2022-11-04,R600,ER,0 days 09:49:58
23.21,1099907,2022-11-05,R501,ER,0 days 08:48:47
18.62,1099910,2022-11-05,R503,ER,0 days 08:49:58
22.19,1099913,2022-11-05,R502,ER,0 days 08:51:40
23.12,1099914,2022-11-05,R500,ER,0 days 09:59:27
18.78,1099916,2022-11-05,R600,ER,0 days 10:02:32
22.43,1100080,2022-11-06,R502,ER,0 days 07:32:57
18.57,1100081,2022-11-06,R503,ER,0 days 07:33:39
22.96,1100082,2022-11-06,R501,ER,0 days 07:34:53
23.10,1100098,2022-11-06,R500,ER,0 days 08:46:27
18.49,1100099,2022-11-06,R600,ER,0 days 08:48:06
18.87,1100261,2022-11-07,R503,JY,0 days 10:36:57
22.95,1100262,2022-11-07,R500,JY,0 days 10:37:59
22.95,1100263,2022-11-07,R501,JY,0 days 10:38:56
22.40,1100264,2022-11-07,R502,JY,0 days 10:40:05
18.44,1100266,2022-11-07,R600,JY,0 days 10:43:33
22.78,1100402,2022-11-08,R501,JB,0 days 09:34:43
18.85,1100403,2022-11-08,R503,JB,0 days 09:35:53
23.05,1100404,2022-11-08,R500,JB,0 days 09:37:26
22.42,1100405,2022-11-08,R502,JB,0 days 09:38:45
19.16,1100413,2022-11-08,R600,JB,0 days 09:52:20
19.56,1100548,2022-11-09,R503,ER,0 days 08:20:52
22.80,1100549,2022-11-09,R502,ER,0 days 08:21:42
23.70,1100551,2022-11-09,R501,ER,0 days 08:22:40
23.36,1100552,2022-11-09,R500,ER,0 days 09:28:40
19.00,1100553,2022-11-09,R600,ER,0 days 09:30:21
23.10,1100683,2022-11-10,R501,ER,0 days 08:00:58
22.42,1100685,2022-11-10,R502,ER,0 days 08:02:28
19.35,1100686,2022-11-10,R503,ER,0 days 08:03:24
22.98,1100687,2022-11-10,R500,ER,0 days 09:09:55
18.50,1100689,2022-11-10,R600,ER,0 days 09:11:49
19.31,1100819,2022-11-11,R503,ER,0 days 07:50:56
22.71,1100821,2022-11-11,R501,ER,0 days 07:52:17
22.30,1100822,2022-11-11,R502,ER,0 days 07:53:45
22.98,1100823,2022-11-11,R500,ER,0 days 09:01:53
18.42,1100824,2022-11-11,R600,ER,0 days 09:03:03
19.23,1100953,2022-11-12,R503,ER,0 days 07:41:09
22.35,1100954,2022-11-12,R502,ER,0 days 07:41:41
22.43,1100955,2022-11-12,R501,ER,0 days 07:42:41
22.84,1100970,2022-11-12,R500,ER,0 days 08:49:08
18.47,1100971,2022-11-12,R600,ER,0 days 08:50:05
22.19,1101113,2022-11-13,R501,ER,0 days 06:55:35
19.21,1101114,2022-11-13,R503,ER,0 days 06:56:44
22.34,1101115,2022-11-13,R502,ER,0 days 06:57:58
23.07,1101116,2022-11-13,R500,ER,0 days 08:06:26
18.63,1101117,2022-11-13,R600,ER,0 days 08:08:44
19.41,1101285,2022-11-14,R503,JY,0 days 10:33:50
22.15,1101286,2022-11-14,R501,JY,0 days 10:35:04
23.53,1101287,2022-11-14,R500,JY,0 days 10:36:01
22.48,1101288,2022-11-14,R502,JY,0 days 10:37:20
18.51,1101291,2022-11-14,R600,JY,0 days 10:41:12
19.40,1101440,2022-11-15,R503,JB,0 days 10:31:04
22.00,1101441,2022-11-15,R501,JB,0 days 10:31:55
22.46,1101442,2022-11-15,R502,JB,0 days 10:33:43
23.48,1101443,2022-11-15,R500,JB,0 days 10:34:51
18.68,1101445,2022-11-15,R600,JB,0 days 10:42:00
19.83,1101593,2022-11-16,R503,ER,0 days 07:50:24
21.97,1101594,2022-11-16,R501,ER,0 days 07:52:01
23.55,1101596,2022-11-16,R502,ER,0 days 07:53:11
23.62,1101611,2022-11-16,R500,ER,0 days 09:00:29
19.20,1101613,2022-11-16,R600,ER,0 days 09:01:52
19.88,1101772,2022-11-17,R503,JL,0 days 08:26:46
23.49,1101773,2022-11-17,R500,JL,0 days 08:27:32
21.87,1101774,2022-11-17,R501,JL,0 days 08:28:11
23.53,1101775,2022-11-17,R502,JL,0 days 08:28:43
19.27,1101777,2022-11-17,R600,JL,0 days 09:42:29
20.12,1101930,2022-11-18,R503,JL,0 days 08:36:16
23.41,1101931,2022-11-18,R500,JL,0 days 08:37:01
21.71,1101932,2022-11-18,R501,JL,0 days 08:37:33
23.51,1101933,2022-11-18,R502,JL,0 days 08:38:22
19.41,1101934,2022-11-18,R600,JL,0 days 09:43:31
20.17,1102075,2022-11-19,R503,ER,0 days 07:14:46
21.84,1102076,2022-11-19,R501,ER,0 days 07:15:46
23.80,1102078,2022-11-19,R502,ER,0 days 07:17:22
23.30,1102079,2022-11-19,R500,ER,0 days 08:26:30
19.20,1102084,2022-11-19,R600,ER,0 days 08:28:27
21.67,1102240,2022-11-20,R501,ER,0 days 07:18:51
20.12,1102241,2022-11-20,R503,ER,0 days 07:19:37
23.51,1102242,2022-11-20,R502,ER,0 days 07:20:34
23.13,1102257,2022-11-20,R500,ER,0 days 08:29:58
19.19,1102259,2022-11-20,R600,ER,0 days 08:32:32
21.61,1102409,2022-11-21,R501,JY,0 days 10:28:18
23.02,1102410,2022-11-21,R500,JY,0 days 10:29:30
20.13,1102411,2022-11-21,R503,JY,0 days 10:30:18
23.35,1102412,2022-11-21,R502,JY,0 days 10:31:33
18.93,1102414,2022-11-21,R600,JY,0 days 10:34:59
21.90,1102555,2022-11-22,R501,JL,0 days 08:30:14
23.70,1102556,2022-11-22,R502,JL,0 days 08:30:52
20.06,1102557,2022-11-22,R503,JL,0 days 08:31:31
23.31,1102558,2022-11-22,R500,JL,0 days 08:33:41
19.37,1102561,2022-11-22,R600,JL,0 days 09:42:14
20.20,1102704,2022-11-23,R503,JL,0 days 08:05:37
23.31,1102705,2022-11-23,R500,JL,0 days 08:06:15
21.76,1102706,2022-11-23,R501,JL,0 days 08:06:43
23.64,1102707,2022-11-23,R502,JL,0 days 08:07:25
19.70,1102709,2022-11-23,R600,JL,0 days 09:12:08
,1102869,2022-11-24,R500,FW,0 days 23:52:50
,1102870,2022-11-24,R501,FW,0 days 23:52:50
,1102871,2022-11-24,R502,FW,0 days 23:52:50
,1102872,2022-11-24,R503,FW,0 days 23:52:50
,1102873,2022-11-24,R600,FW,0 days 23:52:50
24.31,1102916,2022-11-25,R501,ER,0 days 08:04:35
23.91,1102917,2022-11-25,R502,ER,0 days 08:04:59
22.20,1102919,2022-11-25,R503,ER,0 days 08:05:56
26.60,1102921,2022-11-25,R500,ER,0 days 08:06:35
20.91,1102924,2022-11-25,R600,ER,0 days 08:08:19
21.64,1102991,2022-11-26,R503,ER,0 days 06:56:47
23.15,1102993,2022-11-26,R502,ER,0 days 06:57:34
23.39,1102995,2022-11-26,R501,ER,0 days 06:58:11
26.60,1102996,2022-11-26,R500,ER,0 days 08:09:39
20.30,1102999,2022-11-26,R600,ER,0 days 08:11:55
23.42,1103155,2022-11-27,R501,ER,0 days 06:46:44
21.51,1103156,2022-11-27,R503,ER,0 days 06:47:31
23.49,1103157,2022-11-27,R502,ER,0 days 06:48:22
25.54,1103159,2022-11-27,R500,ER,0 days 08:02:27
20.28,1103160,2022-11-27,R600,ER,0 days 08:04:25
,1103398,2022-11-28,R500,FW,0 days 23:52:11
,1103399,2022-11-28,R501,FW,0 days 23:52:11
,1103400,2022-11-28,R502,FW,0 days 23:52:11
,1103401,2022-11-28,R503,FW,0 days 23:52:11
,1103402,2022-11-28,R600,FW,0 days 23:52:11
24.50,1103467,2022-11-29,R503,JL,0 days 08:43:26
27.48,1103469,2022-11-29,R500,JL,0 days 08:44:11
25.41,1103471,2022-11-29,R501,JL,0 days 08:45:14
25.62,1103473,2022-11-29,R502,JL,0 days 08:46:20
21.51,1103477,2022-11-29,R600,JL,0 days 09:53:06
24.40,1103625,2022-11-30,R501,JL,0 days 08:31:40
25.19,1103627,2022-11-30,R500,JL,0 days 08:32:31
23.49,1103629,2022-11-30,R503,JL,0 days 08:33:16
25.04,1103631,2022-11-30,R502,JL,0 days 08:34:05
20.50,1103635,2022-11-30,R600,JL,0 days 09:47:18
25.00,1103776,2022-12-01,R502,JL,0 days 08:11:21
23.99,1103777,2022-12-01,R501,JL,0 days 08:12:03
23.08,1103778,2022-12-01,R503,JL,0 days 08:12:45
25.20,1103779,2022-12-01,R500,JL,0 days 08:13:32
20.60,1103781,2022-12-01,R600,JL,0 days 08:14:39
22.89,1103921,2022-12-02,R503,JL,0 days 08:41:09
24.96,1103922,2022-12-02,R502,JL,0 days 08:41:39
23.87,1103923,2022-12-02,R501,JL,0 days 08:42:11
24.99,1103924,2022-12-02,R500,JL,0 days 08:42:56
19.78,1103928,2022-12-02,R600,JL,0 days 08:44:18
23.57,1104063,2022-12-03,R501,ER,0 days 06:52:57
22.90,1104064,2022-12-03,R503,ER,0 days 06:53:56
24.99,1104065,2022-12-03,R502,ER,0 days 06:55:15
24.59,1104066,2022-12-03,R500,ER,0 days 08:03:30
20.10,1104068,2022-12-03,R600,ER,0 days 08:06:21
22.64,1104202,2022-12-04,R503,ER,0 days 07:02:31
24.66,1104203,2022-12-04,R502,ER,0 days 07:03:10
23.39,1104204,2022-12-04,R501,ER,0 days 07:04:17
24.31,1104205,2022-12-04,R500,ER,0 days 08:10:01
19.80,1104207,2022-12-04,R600,ER,0 days 08:13:30
22.20,1104354,2022-12-05,R503,JY,0 days 10:32:03
23.12,1104355,2022-12-05,R501,JY,0 days 10:33:01
23.79,1104356,2022-12-05,R500,JY,0 days 10:33:49
24.22,1104357,2022-12-05,R502,JY,0 days 10:34:49
19.70,1104359,2022-12-05,R600,JY,0 days 10:38:39
23.29,1104492,2022-12-06,R501,JL,0 days 08:32:22
23.70,1104493,2022-12-06,R500,JL,0 days 08:33:33
22.31,1104494,2022-12-06,R503,JL,0 days 08:34:08
24.09,1104495,2022-12-06,R502,JL,0 days 08:34:50
19.50,1104498,2022-12-06,R600,JL,0 days 08:36:04
24.00,1104625,2022-12-07,R502,JL,0 days 08:16:00
22.39,1104626,2022-12-07,R503,JL,0 days 08:16:32
22.87,1104627,2022-12-07,R501,JL,0 days 08:17:11
23.53,1104628,2022-12-07,R500,JL,0 days 08:17:58
19.40,1104630,2022-12-07,R600,JL,0 days 08:19:03
22.60,1104757,2022-12-08,R501,JL,0 days 08:20:16
22.71,1104758,2022-12-08,R503,JL,0 days 08:20:54
24.09,1104759,2022-12-08,R502,JL,0 days 08:21:39
23.36,1104760,2022-12-08,R500,JL,0 days 08:22:13
19.63,1104761,2022-12-08,R600,JL,0 days 08:22:39
23.17,1104912,2022-12-09,R503,JL,0 days 08:58:21
22.60,1104913,2022-12-09,R501,JL,0 days 08:58:55
23.18,1104914,2022-12-09,R500,JL,0 days 09:00:18
24.02,1104915,2022-12-09,R502,JL,0 days 09:00:48
19.31,1104916,2022-12-09,R600,JL,0 days 09:02:05
23.13,1105029,2022-12-10,R503,ER,0 days 06:41:52
24.29,1105030,2022-12-10,R502,ER,0 days 06:42:45
22.50,1105031,2022-12-10,R501,ER,0 days 06:44:00
23.10,1105032,2022-12-10,R500,ER,0 days 07:51:07
19.53,1105034,2022-12-10,R600,ER,0 days 07:53:06
22.52,1105165,2022-12-11,R501,ER,0 days 07:01:22
22.76,1105166,2022-12-11,R503,ER,0 days 07:02:58
24.00,1105167,2022-12-11,R502,ER,0 days 07:04:07
22.96,1105178,2022-12-11,R500,ER,0 days 08:14:06
19.40,1105181,2022-12-11,R600,ER,0 days 08:15:31
26.80,1105454,2022-12-13,R501,JL,0 days 08:50:10
26.47,1105456,2022-12-13,R502,JL,0 days 08:51:07
27.20,1105458,2022-12-13,R503,JL,0 days 08:51:57
28.78,1105460,2022-12-13,R500,JL,0 days 08:53:03
22.33,1105462,2022-12-13,R600,JL,0 days 08:54:18
25.18,1105600,2022-12-14,R502,JL,0 days 08:46:52
25.34,1105602,2022-12-14,R503,JL,0 days 08:47:47
24.64,1105604,2022-12-14,R501,JL,0 days 08:48:44
26.21,1105606,2022-12-14,R500,JL,0 days 08:49:26
21.01,1105608,2022-12-14,R600,JL,0 days 08:50:20
25.34,1105730,2022-12-15,R500,JL,0 days 08:41:48
24.09,1105732,2022-12-15,R503,JL,0 days 08:42:29
24.21,1105734,2022-12-15,R502,JL,0 days 08:43:22
23.80,1105736,2022-12-15,R501,JL,0 days 08:44:00
20.20,1105740,2022-12-15,R600,JL,0 days 08:46:17
24.80,1105886,2022-12-16,R500,JL,0 days 08:51:39
23.29,1105888,2022-12-16,R503,JL,0 days 08:52:38
23.35,1105890,2022-12-16,R501,JL,0 days 08:53:21
24.11,1105891,2022-12-16,R502,JL,0 days 08:53:50
19.80,1105894,2022-12-16,R600,JL,0 days 08:55:24
23.10,1105998,2022-12-17,R501,ER,0 days 06:32:10
23.13,1105999,2022-12-17,R503,ER,0 days 06:33:08
24.00,1106000,2022-12-17,R502,ER,0 days 06:33:56
24.40,1106001,2022-12-17,R500,ER,0 days 07:40:46
19.39,1106003,2022-12-17,R600,ER,0 days 07:42:06
22.92,1106136,2022-12-18,R501,ER,0 days 06:36:28
22.76,1106137,2022-12-18,R503,ER,0 days 06:37:05
23.96,1106138,2022-12-18,R502,ER,0 days 06:37:51
24.38,1106139,2022-12-18,R500,ER,0 days 06:38:43
19.20,1106140,2022-12-18,R600,ER,0 days 07:51:35
,1106329,2022-12-19,R500,FW,0 days 23:52:01
,1106330,2022-12-19,R501,FW,0 days 23:52:01
,1106331,2022-12-19,R502,FW,0 days 23:52:01
,1106332,2022-12-19,R503,FW,0 days 23:52:01
,1106333,2022-12-19,R600,FW,0 days 23:52:01
25.92,1106406,2022-12-20,R501,JL,0 days 09:03:26
27.78,1106408,2022-12-20,R500,JL,0 days 09:04:24
25.19,1106410,2022-12-20,R502,JL,0 days 09:05:09
25.51,1106412,2022-12-20,R503,JL,0 days 09:06:01
21.49,1106416,2022-12-20,R600,JL,0 days 09:07:33
24.66,1106558,2022-12-21,R503,JL,0 days 08:24:31
24.81,1106559,2022-12-21,R502,JL,0 days 08:25:28
24.55,1106561,2022-12-21,R501,JL,0 days 08:26:26
26.00,1106563,2022-12-21,R500,JL,0 days 08:27:05
20.90,1106567,2022-12-21,R600,JL,0 days 08:28:56
24.10,1106701,2022-12-22,R501,JL,0 days 08:38:30
25.40,1106703,2022-12-22,R500,JL,0 days 08:39:04
23.79,1106705,2022-12-22,R503,JL,0 days 08:40:42
24.40,1106706,2022-12-22,R502,JL,0 days 08:41:11
20.39,1106710,2022-12-22,R600,JL,0 days 08:44:58
23.78,1106840,2022-12-23,R501,JL,0 days 08:41:10
23.40,1106841,2022-12-23,R503,JL,0 days 08:41:46
24.24,1106842,2022-12-23,R502,JL,0 days 08:42:18
24.99,1106843,2022-12-23,R500,JL,0 days 08:42:59
19.89,1106851,2022-12-23,R600,JL,0 days 08:46:40
,1106977,2022-12-24,R500,FW,0 days 23:52:16
,1106978,2022-12-24,R501,FW,0 days 23:52:16
,1106979,2022-12-24,R502,FW,0 days 23:52:16
,1106980,2022-12-24,R503,FW,0 days 23:52:16
,1106981,2022-12-24,R600,FW,0 days 23:52:16
,1107085,2022-12-25,R500,FW,0 days 23:52:14
,1107086,2022-12-25,R501,FW,0 days 23:52:14
,1107087,2022-12-25,R502,FW,0 days 23:52:14
,1107088,2022-12-25,R503,FW,0 days 23:52:14
,1107089,2022-12-25,R600,FW,0 days 23:52:14
,1107194,2022-12-26,R500,FW,0 days 23:52:13
,1107195,2022-12-26,R501,FW,0 days 23:52:13
,1107196,2022-12-26,R502,FW,0 days 23:52:13
,1107197,2022-12-26,R503,FW,0 days 23:52:13
,1107198,2022-12-26,R600,FW,0 days 23:52:13
,1107302,2022-12-27,R500,FW,0 days 23:51:27
,1107303,2022-12-27,R501,FW,0 days 23:51:27
,1107304,2022-12-27,R502,FW,0 days 23:51:27
,1107305,2022-12-27,R503,FW,0 days 23:51:27
,1107306,2022-12-27,R600,FW,0 days 23:51:27
,1107410,2022-12-28,R500,FW,0 days 23:52:05
,1107411,2022-12-28,R501,FW,0 days 23:52:05
,1107412,2022-12-28,R502,FW,0 days 23:52:05
,1107413,2022-12-28,R503,FW,0 days 23:52:05
,1107414,2022-12-28,R600,FW,0 days 23:52:05
,1107518,2022-12-29,R500,FW,0 days 23:52:18
,1107519,2022-12-29,R501,FW,0 days 23:52:18
,1107520,2022-12-29,R502,FW,0 days 23:52:18
,1107521,2022-12-29,R503,FW,0 days 23:52:18
,1107522,2022-12-29,R600,FW,0 days 23:52:18
,1107626,2022-12-30,R500,FW,0 days 23:51:48
,1107627,2022-12-30,R501,FW,0 days 23:51:48
,1107628,2022-12-30,R502,FW,0 days 23:51:48
,1107629,2022-12-30,R503,FW,0 days 23:51:48
,1107630,2022-12-30,R600,FW,0 days 23:51:48
,1107734,2022-12-31,R500,FW,0 days 23:51:46
,1107735,2022-12-31,R501,FW,0 days 23:51:46
,1107736,2022-12-31,R502,FW,0 days 23:51:46
,1107737,2022-12-31,R503,FW,0 days 23:51:46
,1107738,2022-12-31,R600,FW,0 days 23:51:46
,1107842,2023-01-01,R500,FW,0 days 23:51:49
,1107843,2023-01-01,R501,FW,0 days 23:51:49
,1107844,2023-01-01,R502,FW,0 days 23:51:49
,1107845,2023-01-01,R503,FW,0 days 23:51:49
,1107846,2023-01-01,R600,FW,0 days 23:51:49
,1107911,2023-01-02,R500,FW,0 days 23:52:47
,1107912,2023-01-02,R501,FW,0 days 23:52:47
,1107913,2023-01-02,R502,FW,0 days 23:52:47
,1107914,2023-01-02,R503,FW,0 days 23:52:47
,1107915,2023-01-02,R600,FW,0 days 23:52:47
27.21,1108047,2023-01-03,R500,JL,0 days 09:09:50
24.70,1108049,2023-01-03,R502,JL,0 days 09:10:49
24.18,1108051,2023-01-03,R503,JL,0 days 09:11:27
24.72,1108053,2023-01-03,R501,JL,0 days 09:12:13
20.84,1108057,2023-01-03,R600,JL,0 days 09:14:01
23.58,1108228,2023-01-04,R503,JL,0 days 08:57:09
24.10,1108230,2023-01-04,R501,JL,0 days 08:57:52
24.40,1108231,2023-01-04,R502,JL,0 days 08:58:29
26.37,1108233,2023-01-04,R500,JL,0 days 08:59:13
20.17,1108236,2023-01-04,R600,JL,0 days 09:00:06
22.70,1108390,2023-01-05,R503,JL,0 days 09:18:30
23.30,1108392,2023-01-05,R501,JL,0 days 09:19:17
25.49,1108394,2023-01-05,R500,JL,0 days 09:20:22
23.76,1108396,2023-01-05,R502,JL,0 days 09:21:23
19.90,1108397,2023-01-05,R600,JL,0 days 09:22:14
24.62,1108526,2023-01-06,R500,JL,0 days 08:27:58
23.09,1108527,2023-01-06,R501,JL,0 days 08:28:40
22.57,1108528,2023-01-06,R503,JL,0 days 08:29:30
23.76,1108529,2023-01-06,R502,JL,0 days 08:29:57
19.59,1108532,2023-01-06,R600,JL,0 days 08:31:53
23.15,1108637,2023-01-07,R501,ER,0 days 06:11:28
22.80,1108638,2023-01-07,R503,ER,0 days 06:12:34
24.15,1108639,2023-01-07,R502,ER,0 days 06:13:32
24.58,1108640,2023-01-07,R500,ER,0 days 07:24:02
19.50,1108641,2023-01-07,R600,ER,0 days 07:26:30
22.77,1108765,2023-01-08,R501,ER,0 days 06:14:43
22.63,1108766,2023-01-08,R503,ER,0 days 06:15:36
24.11,1108767,2023-01-08,R502,ER,0 days 06:16:23
24.43,1108768,2023-01-08,R500,ER,0 days 07:24:23
19.71,1108770,2023-01-08,R600,ER,0 days 07:27:55
22.47,1108915,2023-01-09,R503,JY,0 days 10:38:47
23.94,1108916,2023-01-09,R502,JY,0 days 10:39:47
22.52,1108917,2023-01-09,R501,JY,0 days 10:40:45
24.16,1108919,2023-01-09,R500,JY,0 days 10:42:49
19.68,1108921,2023-01-09,R600,JY,0 days 10:46:32
24.40,1109071,2023-01-10,R500,JL,0 days 08:49:34
24.45,1109073,2023-01-10,R502,JL,0 days 08:51:32
22.38,1109074,2023-01-10,R501,JL,0 days 08:52:10
22.77,1109075,2023-01-10,R503,JL,0 days 08:52:50
20.40,1109077,2023-01-10,R600,JL,0 days 08:54:29
22.34,1109215,2023-01-11,R501,JL,0 days 09:05:31
22.59,1109216,2023-01-11,R503,JL,0 days 09:06:16
24.33,1109217,2023-01-11,R502,JL,0 days 09:06:54
