mass,weighing,date,ratname,tech,timeval
25.54,1124859,2023-05-09,W513,JL,0 days 09:40:37
22.09,1124860,2023-05-09,W511,JL,0 days 09:41:07
21.80,1124862,2023-05-09,W514,JL,0 days 09:41:42
22.86,1124863,2023-05-09,W512,JL,0 days 09:42:07
20.19,1124864,2023-05-09,W510,JL,0 days 09:42:31
21.39,1125013,2023-05-10,W601,ER,0 days 09:44:31
21.16,1125014,2023-05-10,W603,ER,0 days 09:45:15
22.80,1125015,2023-05-10,W600,ER,0 days 09:46:06
22.69,1125038,2023-05-10,W512,ER,0 days 12:43:51
22.29,1125041,2023-05-10,W514,ER,0 days 12:45:41
22.02,1125042,2023-05-10,W511,ER,0 days 12:46:27
25.54,1125043,2023-05-10,W513,ER,0 days 12:47:37
19.86,1125044,2023-05-10,W510,ER,0 days 12:48:29
21.26,1125171,2023-05-11,W603,JL,0 days 10:16:55
21.53,1125172,2023-05-11,W601,JL,0 days 10:17:32
22.70,1125173,2023-05-11,W600,JL,0 days 10:18:05
22.12,1125190,2023-05-11,W511,JL,0 days 10:24:52
25.38,1125191,2023-05-11,W513,JL,0 days 10:25:15
19.69,1125192,2023-05-11,W510,JL,0 days 10:25:34
22.71,1125193,2023-05-11,W514,JL,0 days 10:26:22
22.61,1125194,2023-05-11,W512,JL,0 days 10:26:46
22.81,1125316,2023-05-12,W600,ER,0 days 09:21:05
21.39,1125317,2023-05-12,W603,ER,0 days 09:21:54
21.15,1125318,2023-05-12,W601,ER,0 days 09:22:42
22.98,1125328,2023-05-12,W514,ER,0 days 12:05:03
22.97,1125329,2023-05-12,W512,ER,0 days 12:05:56
19.28,1125331,2023-05-12,W510,ER,0 days 12:06:49
25.16,1125332,2023-05-12,W513,ER,0 days 12:07:48
21.96,1125333,2023-05-12,W511,ER,0 days 12:09:02
21.07,1125486,2023-05-13,W601,AB,0 days 12:07:06
22.39,1125488,2023-05-13,W600,AB,0 days 12:08:19
21.43,1125489,2023-05-13,W603,AB,0 days 12:09:52
22.03,1125514,2023-05-13,W511,AB,0 days 16:34:24
22.70,1125515,2023-05-13,W512,AB,0 days 16:34:56
22.70,1125516,2023-05-13,W514,AB,0 days 16:35:29
19.48,1125517,2023-05-13,W510,AB,0 days 16:36:08
25.05,1125518,2023-05-13,W513,AB,0 days 16:36:29
22.48,1125568,2023-05-14,W600,ER,0 days 08:10:04
21.00,1125569,2023-05-14,W601,ER,0 days 08:11:00
21.60,1125570,2023-05-14,W603,ER,0 days 08:11:55
22.16,1125579,2023-05-14,W511,ER,0 days 10:40:24
23.01,1125580,2023-05-14,W512,ER,0 days 10:41:09
25.10,1125581,2023-05-14,W513,ER,0 days 10:41:53
19.42,1125582,2023-05-14,W510,ER,0 days 10:42:35
23.22,1125584,2023-05-14,W514,ER,0 days 10:43:34
20.43,1125726,2023-05-15,W601,ER,0 days 10:49:56
21.79,1125727,2023-05-15,W603,ER,0 days 10:50:56
22.06,1125729,2023-05-15,W600,ER,0 days 10:53:57
22.62,1125758,2023-05-15,W512,ER,0 days 13:47:27
19.12,1125760,2023-05-15,W510,ER,0 days 13:49:03
23.03,1125761,2023-05-15,W514,ER,0 days 13:49:45
24.70,1125762,2023-05-15,W513,ER,0 days 13:50:27
21.74,1125764,2023-05-15,W511,ER,0 days 13:51:25
20.30,1125853,2023-05-16,W601,JL,0 days 09:52:13
21.70,1125854,2023-05-16,W603,JL,0 days 09:52:33
21.95,1125855,2023-05-16,W600,JL,0 days 09:52:59
21.38,1125865,2023-05-16,W511,JL,0 days 09:58:30
24.55,1125866,2023-05-16,W513,JL,0 days 09:58:59
22.55,1125867,2023-05-16,W512,JL,0 days 09:59:29
19.01,1125869,2023-05-16,W510,JL,0 days 10:00:13
22.83,1125870,2023-05-16,W514,JL,0 days 10:00:26
22.47,1125996,2023-05-17,W600,ER,0 days 08:46:11
20.54,1125997,2023-05-17,W601,ER,0 days 08:46:50
21.80,1125998,2023-05-17,W603,ER,0 days 08:47:52
18.63,1126021,2023-05-17,W510,ER,0 days 11:18:47
22.30,1126022,2023-05-17,W512,ER,0 days 11:19:25
24.59,1126023,2023-05-17,W513,ER,0 days 11:19:57
22.57,1126024,2023-05-17,W514,ER,0 days 11:20:47
21.38,1126025,2023-05-17,W511,ER,0 days 11:21:38
22.43,1126159,2023-05-18,W600,ER,0 days 09:01:29
21.61,1126160,2023-05-18,W603,ER,0 days 09:02:20
19.60,1126162,2023-05-18,W601,ER,0 days 09:03:08
21.99,1126187,2023-05-18,W512,ER,0 days 11:30:31
22.15,1126188,2023-05-18,W514,ER,0 days 11:31:31
17.90,1126190,2023-05-18,W510,ER,0 days 11:33:24
24.23,1126191,2023-05-18,W513,ER,0 days 11:34:21
20.95,1126193,2023-05-18,W511,ER,0 days 11:36:41
21.94,1126328,2023-05-19,W600,ER,0 days 08:59:23
19.39,1126329,2023-05-19,W601,ER,0 days 09:00:15
21.19,1126330,2023-05-19,W603,ER,0 days 09:00:58
22.03,1126338,2023-05-19,W514,ER,0 days 11:26:45
17.59,1126339,2023-05-19,W510,ER,0 days 11:27:55
21.51,1126341,2023-05-19,W512,ER,0 days 11:28:42
24.26,1126342,2023-05-19,W513,ER,0 days 11:29:25
20.82,1126343,2023-05-19,W511,ER,0 days 11:30:04
21.30,1126428,2023-05-20,W603,ER,0 days 09:04:35
19.11,1126430,2023-05-20,W601,ER,0 days 09:05:17
21.66,1126431,2023-05-20,W600,ER,0 days 09:05:48
24.68,1126440,2023-05-20,W513,ER,0 days 11:25:32
17.30,1126441,2023-05-20,W510,ER,0 days 11:26:05
21.68,1126442,2023-05-20,W514,ER,0 days 11:26:43
21.65,1126443,2023-05-20,W512,ER,0 days 11:27:23
20.76,1126444,2023-05-20,W511,ER,0 days 11:27:53
20.89,1126690,2023-05-21,W603,ER,0 days 12:04:33
20.90,1126692,2023-05-21,W600,ER,0 days 12:05:28
18.73,1126693,2023-05-21,W601,ER,0 days 12:06:09
21.64,1126718,2023-05-21,W514,ER,0 days 14:38:40
17.29,1126719,2023-05-21,W510,ER,0 days 14:39:30
21.59,1126720,2023-05-21,W512,ER,0 days 14:40:10
20.40,1126721,2023-05-21,W511,ER,0 days 14:40:47
24.88,1126722,2023-05-21,W513,ER,0 days 14:41:29
18.79,1126781,2023-05-22,W601,JL,0 days 09:32:24
21.17,1126782,2023-05-22,W600,JL,0 days 09:32:46
21.19,1126783,2023-05-22,W603,JL,0 days 09:33:16
20.54,1126792,2023-05-22,W511,JL,0 days 09:38:39
21.59,1126793,2023-05-22,W512,JL,0 days 09:39:03
22.30,1126795,2023-05-22,W514,JL,0 days 09:39:43
16.90,1126797,2023-05-22,W510,JL,0 days 09:40:21
25.96,1126799,2023-05-22,W513,JL,0 days 09:41:51
21.17,1126949,2023-05-23,W603,JL,0 days 09:50:19
20.99,1126950,2023-05-23,W600,JL,0 days 09:50:52
18.44,1126951,2023-05-23,W601,JL,0 days 09:51:04
22.16,1126961,2023-05-23,W514,JL,0 days 09:55:33
16.91,1126962,2023-05-23,W510,JL,0 days 09:55:49
26.01,1126963,2023-05-23,W513,JL,0 days 09:56:18
20.76,1126964,2023-05-23,W511,JL,0 days 09:56:45
21.60,1126965,2023-05-23,W512,JL,0 days 09:57:10
20.59,1127168,2023-05-24,W600,ER,0 days 10:47:03
17.98,1127172,2023-05-24,W601,ER,0 days 10:47:58
21.01,1127176,2023-05-24,W603,ER,0 days 10:48:33
21.57,1127218,2023-05-24,W512,ER,0 days 13:12:37
20.70,1127219,2023-05-24,W511,ER,0 days 13:13:21
26.02,1127220,2023-05-24,W513,ER,0 days 13:14:00
22.17,1127221,2023-05-24,W514,ER,0 days 13:14:45
16.60,1127222,2023-05-24,W510,ER,0 days 13:15:25
20.48,1127279,2023-05-25,W600,ER,0 days 09:37:35
17.40,1127281,2023-05-25,W601,ER,0 days 09:38:03
20.69,1127282,2023-05-25,W603,ER,0 days 09:38:20
22.28,1127290,2023-05-25,W514,JL,0 days 09:47:19
21.48,1127291,2023-05-25,W512,JL,0 days 09:47:41
25.88,1127292,2023-05-25,W513,JL,0 days 09:48:21
20.79,1127293,2023-05-25,W511,JL,0 days 09:48:47
23.18,1127308,2023-05-25,W510,JL,0 days 14:00:52
20.40,1127442,2023-05-26,W603,JL,0 days 09:43:20
16.99,1127444,2023-05-26,W601,JL,0 days 09:43:50
20.42,1127445,2023-05-26,W600,JL,0 days 09:44:18
22.44,1127454,2023-05-26,W514,JL,0 days 09:49:17
25.33,1127456,2023-05-26,W513,JL,0 days 09:50:03
21.16,1127457,2023-05-26,W512,JL,0 days 09:50:34
20.50,1127458,2023-05-26,W511,JL,0 days 09:50:56
23.82,1127460,2023-05-26,W510,JL,0 days 09:51:51
20.27,1127564,2023-05-27,W600,ER,0 days 08:50:38
17.68,1127566,2023-05-27,W601,ER,0 days 08:51:24
20.63,1127567,2023-05-27,W603,ER,0 days 08:51:59
24.91,1127576,2023-05-27,W513,ER,0 days 11:08:03
20.30,1127577,2023-05-27,W511,ER,0 days 11:08:36
21.13,1127578,2023-05-27,W512,ER,0 days 11:09:03
22.04,1127579,2023-05-27,W514,ER,0 days 11:09:29
23.59,1127580,2023-05-27,W510,ER,0 days 11:10:09
19.80,1127769,2023-05-28,W600,AB,0 days 12:17:58
20.26,1127770,2023-05-28,W603,AB,0 days 12:18:40
19.80,1127836,2023-05-28,W511,AB,0 days 16:38:53
24.18,1127838,2023-05-28,W513,AB,0 days 16:39:19
21.71,1127839,2023-05-28,W514,AB,0 days 16:39:54
20.92,1127840,2023-05-28,W512,AB,0 days 16:40:44
24.35,1127842,2023-05-28,W510,AB,0 days 16:42:36
26.49,1127921,2023-05-29,W601,JL,0 days 09:49:56
19.86,1127923,2023-05-29,W603,JL,0 days 09:50:55
19.63,1127924,2023-05-29,W600,JL,0 days 09:51:07
24.10,1127932,2023-05-29,W510,JL,0 days 09:55:10
20.72,1127933,2023-05-29,W512,JL,0 days 09:56:00
22.10,1127934,2023-05-29,W514,JL,0 days 09:56:18
19.80,1127935,2023-05-29,W511,JL,0 days 09:56:38
24.04,1127936,2023-05-29,W513,JL,0 days 09:57:00
22.43,1128089,2023-05-30,W603,JL,0 days 10:23:46
22.36,1128091,2023-05-30,W600,JL,0 days 10:24:15
23.64,1128100,2023-05-30,W510,JL,0 days 10:28:54
19.70,1128101,2023-05-30,W511,JL,0 days 10:29:10
20.63,1128102,2023-05-30,W512,JL,0 days 10:29:40
22.32,1128103,2023-05-30,W514,JL,0 days 10:30:02
24.00,1128104,2023-05-30,W513,JL,0 days 10:30:15
23.72,1128253,2023-05-31,W600,ER,0 days 08:26:50
23.18,1128255,2023-05-31,W603,ER,0 days 08:27:42
22.42,1128346,2023-05-31,W514,ER,0 days 10:57:48
21.97,1128348,2023-05-31,W510,ER,0 days 10:58:32
24.14,1128349,2023-05-31,W513,ER,0 days 10:59:09
20.52,1128350,2023-05-31,W512,ER,0 days 11:00:00
22.60,1128418,2023-06-01,W600,JL,0 days 08:51:53
21.80,1128420,2023-06-01,W603,JL,0 days 08:52:31
25.11,1128422,2023-06-01,W601,JL,0 days 08:54:39
22.56,1128430,2023-06-01,W514,JL,0 days 09:03:14
21.17,1128432,2023-06-01,W512,JL,0 days 09:03:47
24.17,1128433,2023-06-01,W513,JL,0 days 09:04:09
21.04,1128435,2023-06-01,W510,JL,0 days 09:04:52
25.49,1128532,2023-06-01,W511,JL,0 days 13:44:31
22.49,1128589,2023-06-02,W601,JL,0 days 08:48:14
22.30,1128590,2023-06-02,W600,JL,0 days 08:48:33
21.69,1128591,2023-06-02,W603,JL,0 days 08:48:54
26.66,1128594,2023-06-02,W511,JL,0 days 08:50:30
22.80,1128602,2023-06-02,W514,JL,0 days 08:54:26
21.51,1128603,2023-06-02,W512,JL,0 days 08:54:46
20.67,1128604,2023-06-02,W510,JL,0 days 08:55:08
24.03,1128605,2023-06-02,W513,JL,0 days 08:55:28
21.60,1128678,2023-06-03,W601,ER,0 days 10:22:15
21.99,1128679,2023-06-03,W600,ER,0 days 10:23:25
21.60,1128680,2023-06-03,W603,ER,0 days 10:23:46
20.75,1128750,2023-06-03,W512,AB,0 days 12:49:22
23.57,1128752,2023-06-03,W513,AB,0 days 12:49:52
20.04,1128754,2023-06-03,W510,AB,0 days 12:50:41
22.20,1128756,2023-06-03,W514,AB,0 days 12:51:38
21.60,1128844,2023-06-04,W600,ER,0 days 10:42:01
21.39,1128845,2023-06-04,W603,ER,0 days 10:42:51
21.41,1128846,2023-06-04,W601,ER,0 days 10:43:46
23.28,1128910,2023-06-04,W513,AB,0 days 13:39:33
22.39,1128911,2023-06-04,W514,AB,0 days 13:40:07
20.86,1128912,2023-06-04,W512,AB,0 days 13:40:56
19.76,1128913,2023-06-04,W510,AB,0 days 13:41:14
25.84,1128924,2023-06-04,W511,AB,0 days 13:53:09
21.26,1129085,2023-06-05,W600,ER,0 days 11:03:15
21.41,1129089,2023-06-05,W601,ER,0 days 11:04:54
22.27,1129091,2023-06-05,W603,ER,0 days 11:05:41
23.30,1129112,2023-06-05,W513,ER,0 days 13:24:12
22.72,1129113,2023-06-05,W514,ER,0 days 13:24:48
23.56,1129115,2023-06-05,W511,ER,0 days 13:25:34
19.81,1129116,2023-06-05,W510,ER,0 days 13:26:06
21.91,1129118,2023-06-05,W512,ER,0 days 13:26:43
20.96,1129198,2023-06-06,W600,ER,0 days 08:57:14
21.30,1129199,2023-06-06,W601,ER,0 days 08:57:43
21.99,1129200,2023-06-06,W603,ER,0 days 08:58:15
22.29,1129253,2023-06-06,W511,ER,0 days 11:35:33
21.80,1129254,2023-06-06,W512,ER,0 days 11:36:12
23.10,1129255,2023-06-06,W513,ER,0 days 11:36:42
19.90,1129256,2023-06-06,W510,ER,0 days 11:37:23
23.32,1129258,2023-06-06,W514,ER,0 days 11:38:31
20.65,1129358,2023-06-07,W600,ER,0 days 08:52:45
21.25,1129360,2023-06-07,W603,ER,0 days 08:53:31
21.02,1129361,2023-06-07,W601,ER,0 days 08:54:01
21.71,1129424,2023-06-07,W511,ER,0 days 11:23:01
21.44,1129425,2023-06-07,W512,ER,0 days 11:23:29
22.89,1129426,2023-06-07,W513,ER,0 days 11:24:03
23.29,1129427,2023-06-07,W514,ER,0 days 11:24:31
19.95,1129428,2023-06-07,W510,ER,0 days 11:25:12
20.60,1129575,2023-06-08,W601,JL,0 days 10:43:08
20.20,1129577,2023-06-08,W600,JL,0 days 10:43:51
20.70,1129579,2023-06-08,W603,JL,0 days 10:44:30
21.26,1129590,2023-06-08,W512,JL,0 days 10:52:16
22.71,1129591,2023-06-08,W513,JL,0 days 10:52:38
21.40,1129592,2023-06-08,W511,JL,0 days 10:53:01
23.56,1129593,2023-06-08,W514,JL,0 days 10:53:23
19.91,1129594,2023-06-08,W510,JL,0 days 10:53:41
21.51,1129701,2023-06-09,W511,JL,0 days 09:00:43
24.22,1129703,2023-06-09,W514,JL,0 days 09:01:17
21.58,1129704,2023-06-09,W512,JL,0 days 09:01:44
22.81,1129705,2023-06-09,W513,JL,0 days 09:02:07
20.11,1129706,2023-06-09,W510,JL,0 days 09:02:27
23.70,1129708,2023-06-09,W603,JL,0 days 09:07:48
25.51,1129710,2023-06-09,W601,JL,0 days 09:08:19
25.30,1129712,2023-06-09,W600,JL,0 days 09:08:53
24.96,1129852,2023-06-10,W600,ER,0 days 11:02:57
24.64,1129854,2023-06-10,W603,ER,0 days 11:04:51
25.10,1129880,2023-06-10,W601,ER,0 days 12:30:29
22.37,1129889,2023-06-10,W513,ER,0 days 14:05:32
19.95,1129890,2023-06-10,W510,ER,0 days 14:06:07
21.32,1129891,2023-06-10,W511,ER,0 days 14:06:41
21.57,1129892,2023-06-10,W512,ER,0 days 14:07:20
24.09,1129893,2023-06-10,W514,ER,0 days 14:07:52
21.93,1130020,2023-06-11,W603,ER,0 days 11:01:56
22.40,1130022,2023-06-11,W600,ER,0 days 11:02:36
25.05,1130023,2023-06-11,W601,ER,0 days 11:03:55
19.95,1130087,2023-06-11,W510,ER,0 days 14:24:57
22.46,1130088,2023-06-11,W513,ER,0 days 14:28:14
21.90,1130089,2023-06-11,W512,ER,0 days 14:29:15
24.11,1130090,2023-06-11,W514,ER,0 days 14:30:31
21.39,1130176,2023-06-12,W600,JL,0 days 09:23:39
20.88,1130178,2023-06-12,W603,JL,0 days 09:24:21
22.20,1130187,2023-06-12,W513,JL,0 days 09:32:21
24.40,1130188,2023-06-12,W514,JL,0 days 09:32:41
22.26,1130189,2023-06-12,W512,JL,0 days 09:33:04
20.10,1130190,2023-06-12,W510,JL,0 days 09:33:24
27.37,1130254,2023-06-12,W511,JL,0 days 12:02:39
25.09,1130255,2023-06-12,W601,JL,0 days 12:14:27
20.02,1130349,2023-06-13,W510,JL,0 days 08:55:05
24.40,1130350,2023-06-13,W514,JL,0 days 08:55:30
22.30,1130351,2023-06-13,W513,JL,0 days 08:56:02
22.50,1130352,2023-06-13,W512,JL,0 days 08:56:40
25.10,1130353,2023-06-13,W601,JL,0 days 10:27:52
25.15,1130355,2023-06-13,W600,JL,0 days 10:28:44
23.82,1130360,2023-06-13,W603,JL,0 days 10:29:24
27.19,1130367,2023-06-13,W511,JL,0 days 10:30:53
22.20,1130542,2023-06-14,W513,ER,0 days 10:11:17
24.27,1130544,2023-06-14,W514,ER,0 days 10:11:42
19.79,1130545,2023-06-14,W510,ER,0 days 10:12:10
22.59,1130546,2023-06-14,W512,ER,0 days 10:12:34
26.61,1130671,2023-06-15,W511,JL,0 days 09:28:12
24.05,1130672,2023-06-15,W603,JL,0 days 09:29:15
25.25,1130673,2023-06-15,W600,JL,0 days 09:29:39
24.73,1130674,2023-06-15,W601,JL,0 days 09:29:54
19.37,1130677,2023-06-15,W510,JL,0 days 09:32:49
22.64,1130678,2023-06-15,W512,JL,0 days 09:33:17
21.68,1130680,2023-06-15,W513,JL,0 days 09:34:04
24.01,1130681,2023-06-15,W514,JL,0 days 09:34:22
25.64,1130828,2023-06-16,W511,JL,0 days 09:37:59
23.87,1130829,2023-06-16,W514,JL,0 days 09:39:03
23.19,1130831,2023-06-16,W512,JL,0 days 09:39:38
19.06,1130832,2023-06-16,W510,JL,0 days 09:40:01
21.40,1130833,2023-06-16,W513,JL,0 days 09:40:16
25.52,1130835,2023-06-16,W601,JL,0 days 09:41:21
25.61,1130837,2023-06-16,W600,JL,0 days 09:41:54
23.82,1130838,2023-06-16,W603,JL,0 days 09:42:16
